Time of Scrape, Flight Zoning, MC, NC, LNC, SPOC, INTLC, Temperature, PoP, Month, Day of Week, Holiday
0.2144,0.0717,0.122,0.1471,0.0645,0.069,0.0833,0.6296,0.0,0.5,0.2857,0.0
0.2166,0.0986,0.1463,0.1176,0.0323,0.1034,0.0417,0.6273,0.0,0.5,0.2857,0.0
0.2187,0.1077,0.1463,0.1176,0.0645,0.1379,0.0417,0.6273,0.0,0.5,0.2857,0.0
0.2208,0.1148,0.0732,0.0588,0.129,0.1724,0.0833,0.6273,0.0,0.5,0.2857,0.0
0.2229,0.1203,0.122,0.1176,0.0323,0.1724,0.125,0.6261,0.0,0.5,0.2857,0.0
0.2251,0.1334,0.122,0.1176,0.1935,0.2069,0.125,0.6296,0.0,0.5,0.2857,0.0
0.2272,0.1409,0.0732,0.1471,0.129,0.3448,0.0833,0.6296,0.0,0.5,0.2857,0.0
0.2293,0.1477,0.122,0.1471,0.0323,0.4138,0.0833,0.6273,0.0,0.5,0.2857,0.0
0.2314,0.1492,0.122,0.1176,0.129,0.4138,0.0833,0.6273,0.0,0.5,0.2857,0.0
0.2335,0.15,0.122,0.1471,0.129,0.4138,0.0833,0.6261,0.0,0.5,0.2857,0.0
0.2357,0.1536,0.2195,0.1471,0.0645,0.4138,0.125,0.6261,0.0,0.5,0.2857,0.0
0.2548,0.1643,0.2439,0.1176,0.0645,0.4138,0.0833,0.6239,0.0,0.5,0.2857,0.0
0.2569,0.1714,0.3171,0.1176,0.129,0.3793,0.125,0.6204,0.0,0.5,0.2857,0.0
0.259,0.1766,0.3902,0.1765,0.0645,0.2759,0.0833,0.6204,0.0,0.5,0.2857,0.0
0.2611,0.1785,0.4146,0.1765,0.129,0.2414,0.0833,0.6204,0.0,0.5,0.2857,0.0
0.2633,0.1841,0.3171,0.2353,0.1613,0.2069,0.0833,0.6182,0.0,0.5,0.2857,0.0
0.2654,0.1861,0.2439,0.3824,0.3226,0.2069,0.0833,0.6182,0.0,0.5,0.2857,0.0
0.2675,0.1932,0.2195,0.4118,0.2903,0.2069,0.0833,0.6182,0.0,0.5,0.2857,0.0
0.2696,0.1979,0.2195,0.3235,0.1935,0.2069,0.125,0.6296,0.0,0.5,0.2857,0.0
0.2718,0.2047,0.2439,0.2941,0.3226,0.2414,0.0833,0.6296,0.0,0.5,0.2857,0.0
0.2739,0.2165,0.3171,0.2647,0.2581,0.2759,0.0833,0.6273,0.0,0.5,0.2857,0.0
0.276,0.2264,0.3415,0.3235,0.1935,0.2759,0.0833,0.6273,0.0,0.5,0.2857,0.0
0.2781,0.2371,0.2439,0.3235,0.6129,0.2759,0.0833,0.6273,0.0,0.5,0.2857,0.0
0.2972,0.2565,0.2439,0.3235,0.7742,0.3448,0.1667,0.6261,0.0,0.5,0.2857,0.0
0.2994,0.2617,0.2439,0.4118,0.4194,0.3793,0.25,0.6261,0.0,0.5,0.2857,0.0
0.3015,0.2668,0.2439,0.3529,0.2903,0.3448,0.25,0.6296,0.0,0.5,0.2857,0.0
0.3036,0.2728,0.3171,0.3529,0.2258,0.4138,0.2083,0.6319,0.0,0.5,0.2857,0.0
0.3057,0.2783,0.3902,0.3824,0.1935,0.3448,0.1667,0.6353,0.0,0.5,0.2857,0.0
0.3079,0.2866,0.3171,0.4706,0.3871,0.2759,0.25,0.6388,0.0,0.5,0.2857,0.0
0.31,0.2937,0.3171,0.3529,0.3226,0.2414,0.3333,0.6422,0.0,0.5,0.2857,0.0
0.3121,0.2977,0.3659,0.2941,0.6129,0.2414,0.375,0.6457,0.0,0.5,0.2857,0.0
0.3142,0.3017,0.439,0.2941,0.4839,0.1724,0.4167,0.6503,0.0,0.5,0.2857,0.0
0.3163,0.3056,0.439,0.3529,0.3548,0.1724,0.4583,0.6514,0.0,0.5,0.2857,0.0
0.3185,0.3064,0.3902,0.3235,0.2903,0.1724,0.375,0.6549,0.0,0.5,0.2857,0.0
0.3206,0.3072,0.3171,0.2941,0.2258,0.1379,0.3333,0.6595,0.0,0.5,0.2857,0.0
0.3397,0.3215,0.2927,0.3235,0.2258,0.1379,0.2917,0.6571,0.0,0.5,0.2857,0.0
0.3418,0.329,0.2927,0.2647,0.0968,0.1724,0.2917,0.6663,0.0,0.5,0.2857,0.0
0.3439,0.3349,0.2195,0.3235,0.3548,0.1379,0.25,0.6698,0.0,0.5,0.2857,0.0
0.3461,0.3448,0.1951,0.3235,0.1935,0.1724,0.1667,0.6732,0.0,0.5,0.2857,0.0
0.3482,0.3488,0.1707,0.2353,0.0323,0.1379,0.125,0.6779,0.0,0.5,0.2857,0.0
0.3503,0.3519,0.0976,0.2647,0.0645,0.1724,0.0833,0.6812,0.0,0.5,0.2857,0.0
0.3524,0.3571,0.122,0.2059,0.0323,0.1379,0.125,0.6847,0.0,0.5,0.2857,0.0
0.3546,0.3603,0.122,0.2059,0.0323,0.1379,0.125,0.6904,0.0,0.5,0.2857,0.0
0.3567,0.361,0.122,0.1176,0.0,0.1034,0.0833,0.6939,0.0,0.5,0.2857,0.0
0.3588,0.365,0.122,0.1176,0.0,0.1034,0.125,0.6973,0.0,0.5,0.2857,0.0
0.3609,0.3694,0.122,0.1176,0.0323,0.069,0.0833,0.7031,0.0,0.5,0.2857,0.0
0.3631,0.3749,0.1463,0.0882,0.0323,0.069,0.125,0.7065,0.0,0.5,0.2857,0.0
0.3822,0.3907,0.1707,0.0294,0.0323,0.069,0.0833,0.71,0.0,0.5,0.2857,0.0
0.3843,0.3911,0.1707,0.0294,0.0968,0.1034,0.125,0.7157,0.0,0.5,0.2857,0.0
0.3864,0.3907,0.1463,0.0588,0.0323,0.1034,0.125,0.7191,0.0,0.5,0.2857,0.0
0.3885,0.401,0.1463,0.0588,0.0323,0.1379,0.125,0.7238,0.0,0.5,0.2857,0.0
0.3907,0.3998,0.122,0.0588,0.0645,0.069,0.0833,0.7271,0.0,0.5,0.2857,0.0
0.3928,0.4078,0.0976,0.0294,0.3871,0.069,0.0833,0.7306,0.0,0.5,0.2857,0.0
0.3949,0.4113,0.1463,0.0588,0.2581,0.069,0.0417,0.7341,0.0,0.5,0.2857,0.0
0.397,0.4105,0.1951,0.0294,0.1613,0.069,0.0833,0.7376,0.0,0.5,0.2857,0.0
0.3992,0.4161,0.1951,0.0588,0.0323,0.1034,0.0833,0.742,0.0,0.5,0.2857,0.0
0.4013,0.4204,0.1707,0.0588,0.0323,0.069,0.0833,0.742,0.0,0.5,0.2857,0.0
0.4034,0.4224,0.1463,0.0294,0.1613,0.069,0.125,0.7524,0.0,0.5,0.2857,0.0
0.4055,0.4272,0.1707,0.0294,0.129,0.069,0.0833,0.7559,0.0,0.5,0.2857,0.0
0.4246,0.4426,0.1707,0.0294,0.0645,0.1034,0.125,0.7605,0.0,0.5,0.2857,0.0
0.4268,0.4402,0.2195,0.0588,0.1613,0.1724,0.0833,0.765,0.0,0.5,0.2857,0.0
0.4289,0.4367,0.2683,0.0588,0.0645,0.1379,0.0417,0.7673,0.0,0.5,0.2857,0.0
0.431,0.4315,0.2927,0.0588,0.0323,0.2069,0.0833,0.7708,0.0,0.5,0.2857,0.0
0.4331,0.4272,0.2195,0.1471,0.0645,0.2069,0.0833,0.7731,0.0,0.5,0.2857,0.0
0.4352,0.4264,0.2195,0.1765,0.0323,0.2069,0.0833,0.7765,0.0,0.5,0.2857,0.0
0.4374,0.4331,0.1951,0.1471,0.0323,0.2069,0.0833,0.78,0.0,0.5,0.2857,0.0
0.4395,0.4347,0.1707,0.1471,0.1613,0.2069,0.0833,0.7835,0.0,0.5,0.2857,0.0
0.4416,0.445,0.1707,0.1471,0.0645,0.1724,0.0833,0.788,0.0,0.5,0.2857,0.0
0.4437,0.4541,0.2195,0.1471,0.0323,0.1724,0.125,0.7892,0.0,0.5,0.2857,0.0
0.4459,0.4588,0.2439,0.2353,0.3226,0.1379,0.1667,0.7927,0.0,0.5,0.2857,0.0
0.448,0.464,0.3659,0.2647,0.0968,0.1379,0.0417,0.7972,0.0,0.5,0.2857,0.0
0.4671,0.4747,0.4146,0.2353,0.0645,0.069,0.125,0.8006,0.0,0.5,0.2857,0.0
0.4692,0.4762,0.3902,0.2647,0.0323,0.069,0.125,0.8018,0.0,0.5,0.2857,0.0
0.4713,0.4857,0.2927,0.2647,0.1613,0.069,0.0833,0.8064,0.0,0.5,0.2857,0.0
0.4735,0.4628,0.2927,0.2353,0.4194,0.069,0.125,0.8076,0.0,0.5,0.2857,0.0
0.4756,0.4656,0.3171,0.2353,0.4194,0.069,0.0417,0.8098,0.0,0.5,0.2857,0.0
0.4777,0.4667,0.3171,0.2059,0.3548,0.1034,0.125,0.8133,0.0,0.5,0.2857,0.0
0.4798,0.462,0.3171,0.1765,0.129,0.1034,0.1667,0.8156,0.0,0.5,0.2857,0.0
0.482,0.4588,0.2195,0.1765,0.0968,0.1034,0.2083,0.8167,0.0,0.5,0.2857,0.0
0.4841,0.4572,0.1707,0.2647,0.1613,0.1724,0.0833,0.8167,0.0,0.5,0.2857,0.0
0.4862,0.4572,0.2195,0.3529,0.0323,0.1724,0.0833,0.8202,0.0,0.5,0.2857,0.0
0.4883,0.4596,0.2195,0.5,0.0645,0.1034,0.0417,0.8224,0.0,0.5,0.2857,0.0
0.4904,0.4667,0.1707,0.5,0.0968,0.1034,0.0833,0.8282,0.0,0.5,0.2857,0.0
0.5096,0.4675,0.2439,0.4118,0.1613,0.2069,0.125,0.8294,0.0,0.5,0.2857,0.0
0.5117,0.4699,0.2927,0.3235,0.2581,0.2414,0.0833,0.8339,0.0,0.5,0.2857,0.0
0.5138,0.4778,0.3415,0.2353,0.2581,0.2414,0.125,0.8351,0.0,0.5,0.2857,0.0
0.5159,0.4873,0.3415,0.1765,0.1935,0.2759,0.125,0.8373,0.0,0.5,0.2857,0.0
0.518,0.4956,0.3171,0.1471,0.3548,0.3793,0.125,0.8386,0.0,0.5,0.2857,0.0
0.5202,0.5095,0.3415,0.1176,0.6129,0.4138,0.1667,0.8408,0.0,0.5,0.2857,0.0
0.5223,0.519,0.3171,0.0882,0.4839,0.4828,0.1667,0.8432,0.0,0.5,0.2857,0.0
0.5244,0.5253,0.0,0.0,0.0,0.0,0.2083,0.8443,0.0,0.5,0.2857,0.0
0.5265,0.534,0.2927,0.2647,0.2581,0.4138,0.25,0.8465,0.0,0.5,0.2857,0.0
0.5287,0.5388,0.2683,0.2353,0.3871,0.3793,0.2083,0.8478,0.0,0.5,0.2857,0.0
0.5308,0.5249,0.3659,0.2059,0.0,0.3793,0.0,0.8478,0.0,0.5,0.2857,0.0
0.5329,0.5257,0.439,0.1765,0.3226,0.2759,0.2083,0.8465,0.0,0.5,0.2857,0.0
0.552,0.5214,0.4146,0.1765,0.1935,0.1724,0.25,0.8478,0.0,0.5,0.2857,0.0
0.5541,0.5071,0.3415,0.2353,0.2258,0.1379,0.2917,0.85,0.0,0.5,0.2857,0.0
0.5563,0.5063,0.2439,0.3235,0.1613,0.1724,0.2917,0.8523,0.0,0.5,0.2857,0.0
0.5584,0.5071,0.2439,0.3824,0.2258,0.1724,0.2083,0.8535,0.0,0.5,0.2857,0.0
0.5605,0.5111,0.2195,0.4412,0.3226,0.2069,0.2083,0.8557,0.0,0.5,0.2857,0.0
0.5626,0.5174,0.2439,0.4412,0.2581,0.2759,0.2083,0.8569,0.0,0.5,0.2857,0.0
0.5648,0.5257,0.3171,0.4118,0.1935,0.2414,0.1667,0.8592,0.0,0.5,0.2857,0.0
0.5669,0.5273,0.3415,0.0,0.0645,0.2759,0.1667,0.8443,0.0,0.5,0.2857,0.0
0.569,0.5301,0.3415,0.4118,0.129,0.3103,0.1667,0.8465,0.0,0.5,0.2857,0.0
0.5711,0.5364,0.3659,0.3235,0.129,0.3103,0.125,0.8478,0.0,0.5,0.2857,0.0
0.5732,0.5372,0.3902,0.2647,0.1613,0.3103,0.125,0.85,0.0,0.5,0.2857,0.0
0.5754,0.5392,0.3659,0.2647,0.3226,0.3103,0.2083,0.8523,0.0,0.5,0.2857,0.0
0.5945,0.5622,0.3659,0.2941,0.4839,0.3448,0.375,0.8535,0.0,0.5,0.2857,0.0
0.5966,0.5495,0.3415,0.4412,0.2258,0.3448,0.4583,0.8557,0.0,0.5,0.2857,0.0
0.5987,0.5459,0.3902,0.5,0.2903,0.3448,0.4167,0.8569,0.0,0.5,0.2857,0.0
0.6008,0.5416,0.3659,0.4706,0.1613,0.3103,0.4167,0.8592,0.0,0.5,0.2857,0.0
0.603,0.5443,0.3415,0.3824,0.1935,0.3103,0.5417,0.8592,0.0,0.5,0.2857,0.0
0.6051,0.5554,0.2927,0.3529,0.2258,0.3448,0.4167,0.8615,0.0,0.5,0.2857,0.0
0.6072,0.5681,0.2683,0.3235,0.1935,0.4138,0.2917,0.8627,0.0,0.5,0.2857,0.0
0.6093,0.5633,0.2439,0.3235,0.1613,0.3793,0.25,0.8627,0.0,0.5,0.2857,0.0
0.6115,0.5796,0.3415,0.2941,0.1613,0.3793,0.2083,0.8557,0.0,0.5,0.2857,0.0
0.6136,0.5883,0.439,0.3529,0.2581,0.3793,0.2083,0.8569,0.0,0.5,0.2857,0.0
0.6157,0.6065,0.5122,0.4118,0.129,0.3103,0.1667,0.8569,0.0,0.5,0.2857,0.0
0.6178,0.6231,0.4878,0.4412,0.1613,0.2414,0.1667,0.8592,0.0,0.5,0.2857,0.0
0.6369,0.6397,0.4634,0.4118,0.129,0.2069,0.125,0.8615,0.0,0.5,0.2857,0.0
0.6391,0.6417,0.4634,0.4118,0.1935,0.1724,0.125,0.8615,0.0,0.5,0.2857,0.0
0.6412,0.6457,0.4146,0.4412,0.3871,0.1724,0.125,0.8627,0.0,0.5,0.2857,0.0
0.6433,0.6453,0.0,0.3529,0.0,0.0,0.0,0.8627,0.0,0.5,0.2857,0.0
0.6454,0.6457,0.3415,0.3235,0.5806,0.1724,0.2917,0.8627,0.0,0.5,0.2857,0.0
0.6476,0.6429,0.3902,0.3235,0.2581,0.1724,0.2917,0.8649,0.0,0.5,0.2857,0.0
0.6497,0.6433,0.3171,0.3529,0.4194,0.1724,0.2917,0.8649,0.0,0.5,0.2857,0.0
0.6518,0.6445,0.3415,0.4118,0.2258,0.1379,0.4167,0.8627,0.0,0.5,0.2857,0.0
0.6539,0.6485,0.4146,0.4412,0.129,0.1379,0.4167,0.8627,0.0,0.5,0.2857,0.0
0.6561,0.6516,0.3659,0.3824,0.2258,0.1034,0.4167,0.8649,0.0,0.5,0.2857,0.0
0.6582,0.6528,0.3415,0.3235,0.2258,0.1034,0.4167,0.8649,0.0,0.5,0.2857,0.0
0.6603,0.6564,0.3171,0.3235,0.2258,0.1034,0.4167,0.8661,0.0,0.5,0.2857,0.0
0.6794,0.6576,0.2439,0.2647,0.1935,0.1379,0.375,0.8661,0.0,0.5,0.2857,0.0
0.6815,0.654,0.3171,0.2647,0.3226,0.1379,0.3333,0.8684,0.0,0.5,0.2857,0.0
0.6837,0.6469,0.3171,0.2647,0.1935,0.1034,0.3333,0.8684,0.0,0.5,0.2857,0.0
0.6858,0.6465,0.2927,0.2647,0.1935,0.1379,0.375,0.8684,0.0,0.5,0.2857,0.0
0.6879,0.6469,0.3171,0.2059,0.2903,0.1034,0.3333,0.8684,0.0,0.5,0.2857,0.0
0.69,0.6584,0.2927,0.1765,0.4516,0.069,0.3333,0.8707,0.0,0.5,0.2857,0.0
0.6921,0.6639,0.3171,0.2353,0.1935,0.1034,0.375,0.8707,0.0,0.5,0.2857,0.0
0.6943,0.6683,0.2927,0.3235,0.2258,0.069,0.2917,0.8707,0.0,0.5,0.2857,0.0
0.6964,0.6754,0.2927,0.2647,0.0968,0.1034,0.2083,0.8718,0.0,0.5,0.2857,0.0
0.6985,0.6623,0.2927,0.2353,0.0323,0.1034,0.1667,0.8718,0.0,0.5,0.2857,0.0
0.7006,0.6841,0.2683,0.1765,0.0323,0.1034,0.125,0.8718,0.0,0.5,0.2857,0.0
0.7028,0.6944,0.2927,0.1765,0.0,0.1034,0.0833,0.8718,0.0,0.5,0.2857,0.0
0.7219,0.7221,0.2683,0.2353,0.129,0.1034,0.125,0.8741,0.0,0.5,0.2857,0.0
0.724,0.7177,0.2195,0.2941,0.0323,0.1034,0.0833,0.8741,0.0,0.5,0.2857,0.0
0.7261,0.7142,0.2195,0.2941,0.0645,0.069,0.0833,0.8741,0.0,0.5,0.2857,0.0
0.7282,0.7118,0.2195,0.2353,0.0968,0.069,0.0833,0.8741,0.0,0.5,0.2857,0.0
0.7304,0.7039,0.1707,0.2353,0.2258,0.069,0.0833,0.8741,0.0,0.5,0.2857,0.0
0.7325,0.7043,0.1463,0.2059,0.129,0.0345,0.1667,0.8741,0.0,0.5,0.2857,0.0
0.7346,0.7051,0.122,0.2353,0.0645,0.069,0.2083,0.8741,0.0,0.5,0.2857,0.0
0.7367,0.707,0.122,0.2353,0.0323,0.0345,0.1667,0.8649,0.0,0.5,0.2857,0.0
0.7389,0.7051,0.1463,0.2353,0.1935,0.0345,0.125,0.8649,0.0,0.5,0.2857,0.0
0.741,0.7023,0.2195,0.2353,0.129,0.0345,0.1667,0.8649,0.0,0.5,0.2857,0.0
0.7431,0.7142,0.2927,0.2647,0.0645,0.069,0.125,0.8661,0.0,0.5,0.2857,0.0
0.7665,0.7205,0.3415,0.3235,0.3548,0.069,0.0833,0.8661,0.0,0.5,0.2857,0.0
0.7686,0.7352,0.3415,0.2353,0.6129,0.069,0.0833,0.8649,0.0,0.5,0.2857,0.0
0.7707,0.7312,0.2683,0.3235,0.3226,0.069,0.1667,0.8649,0.0,0.5,0.2857,0.0
0.7728,0.734,0.2683,0.3235,0.5161,0.069,0.125,0.8649,0.0,0.5,0.2857,0.0
0.7749,0.7253,0.2927,0.2647,0.1935,0.0345,0.125,0.8649,0.0,0.5,0.2857,0.0
0.7771,0.7237,0.2927,0.2059,0.3226,0.069,0.0833,0.8649,0.0,0.5,0.2857,0.0
0.7792,0.7324,0.3659,0.1765,0.129,0.1379,0.125,0.8627,0.0,0.5,0.2857,0.0
0.7813,0.7217,0.3171,0.1471,0.0323,0.1034,0.2083,0.8627,0.0,0.5,0.2857,0.0
0.7834,0.7173,0.2439,0.1471,0.0968,0.1034,0.1667,0.8627,0.0,0.5,0.2857,0.0
0.7856,0.7126,0.1463,0.0882,0.0323,0.1379,0.125,0.8615,0.0,0.5,0.2857,0.0
0.7877,0.7146,0.0976,0.0588,0.0323,0.1379,0.0833,0.8615,0.0,0.5,0.2857,0.0
0.8068,0.7268,0.0488,0.0588,0.0,0.1034,0.1667,0.8615,0.0,0.5,0.2857,0.0
0.8089,0.7253,0.0488,0.0294,0.0323,0.069,0.2083,0.8615,0.0,0.5,0.2857,0.0
0.811,0.7221,0.122,0.0588,0.0323,0.069,0.2083,0.8615,0.0,0.5,0.2857,0.0
0.8132,0.7213,0.0976,0.0588,0.1935,0.069,0.2083,0.8592,0.0,0.5,0.2857,0.0
0.8153,0.7177,0.1463,0.0588,0.0645,0.0345,0.2917,0.8592,0.0,0.5,0.2857,0.0
0.8174,0.7253,0.0976,0.0588,0.0323,0.0345,0.4583,0.8569,0.0,0.5,0.2857,0.0
0.8195,0.7415,0.122,0.0294,0.1613,0.0345,0.4583,0.8569,0.0,0.5,0.2857,0.0
0.8217,0.734,0.0732,0.0294,0.0323,0.0345,0.4583,0.85,0.0,0.5,0.2857,0.0
0.8238,0.747,0.1707,0.0588,0.0968,0.0345,0.4167,0.85,0.0,0.5,0.2857,0.0
0.8259,0.7585,0.2195,0.0294,0.0968,0.069,0.375,0.85,0.0,0.5,0.2857,0.0
0.828,0.7775,0.1707,0.0588,0.129,0.069,0.375,0.8478,0.0,0.5,0.2857,0.0
0.8301,0.8044,0.1707,0.0294,0.0968,0.1034,0.2917,0.8465,0.0,0.5,0.2857,0.0
0.8493,0.8234,0.2439,0.0588,0.0323,0.1379,0.2083,0.8443,0.0,0.5,0.2857,0.0
0.8514,0.8151,0.1951,0.0294,0.0323,0.069,0.2083,0.8443,0.0,0.5,0.2857,0.0
0.8535,0.8155,0.1463,0.0294,0.0323,0.069,0.2083,0.8443,0.0,0.5,0.2857,0.0
0.8556,0.8131,0.0976,0.0588,0.0323,0.069,0.1667,0.8373,0.0,0.5,0.2857,0.0
0.8577,0.8048,0.1463,0.0294,0.0323,0.1034,0.2083,0.8373,0.0,0.5,0.2857,0.0
0.8599,0.7969,0.0976,0.0588,0.0323,0.1034,0.1667,0.8339,0.0,0.5,0.2857,0.0
0.862,0.7827,0.0732,0.0294,0.0323,0.1034,0.2083,0.8259,0.0,0.5,0.2857,0.0
0.8641,0.7771,0.1707,0.0294,0.0323,0.1034,0.1667,0.8224,0.0,0.5,0.2857,0.0
0.8662,0.7751,0.1951,0.0294,0.0323,0.069,0.125,0.8224,0.0,0.5,0.2857,0.0
0.8684,0.7641,0.0976,0.0588,0.0968,0.069,0.1667,0.8167,0.0,0.5,0.2857,0.0
0.8705,0.7458,0.0488,0.0294,0.2258,0.069,0.2917,0.8133,0.0,0.5,0.2857,0.0
0.8726,0.7264,0.0976,0.0294,0.129,0.069,0.375,0.8133,0.0,0.5,0.2857,0.0
0.8917,0.0,0.0976,0.0588,0.0323,0.1034,0.3333,0.8098,0.0,0.5,0.2857,0.0
0.8938,0.6805,0.0488,0.0294,0.0323,0.1034,0.2917,0.8041,0.0,0.5,0.2857,0.0
0.896,0.6694,0.0488,0.0294,0.0323,0.069,0.25,0.8041,0.0,0.5,0.2857,0.0
0.8981,0.6671,0.0244,0.0294,0.0323,0.0345,0.2083,0.7984,0.0,0.5,0.2857,0.0
0.9002,0.6663,0.0244,0.0588,0.0323,0.0345,0.1667,0.7949,0.0,0.5,0.2857,0.0
0.9023,0.6552,0.0488,0.0588,0.0323,0.0345,0.1667,0.7949,0.0,0.5,0.2857,0.0
0.9045,0.6485,0.0488,0.0588,0.0323,0.0345,0.0833,0.7857,0.0,0.5,0.2857,0.0
0.9066,0.6449,0.0488,0.0294,0.0323,0.0345,0.0417,0.7822,0.0,0.5,0.2857,0.0
0.9087,0.6394,0.0244,0.0588,0.0323,0.0,0.0417,0.7822,0.0,0.5,0.2857,0.0
0.9108,0.6291,0.0244,0.0294,0.0323,0.0345,0.0417,0.78,0.0,0.5,0.2857,0.0
0.913,0.6215,0.0488,0.0294,0.0323,0.0345,0.125,0.7743,0.0,0.5,0.2857,0.0
0.9151,0.614,0.0488,0.0294,0.0323,0.0345,0.0417,0.7743,0.0,0.5,0.2857,0.0
0.9342,0.6017,0.0244,0.0294,0.0323,0.0345,0.0833,0.7731,0.0,0.5,0.2857,0.0
0.9363,0.5982,0.1463,0.0294,0.0323,0.0345,0.0417,0.7673,0.0,0.5,0.2857,0.0
0.9384,0.5958,0.0488,0.0294,0.0323,0.0345,0.375,0.7673,0.0,0.5,0.2857,0.0
0.9406,0.5926,0.0244,0.0294,0.0323,0.0345,0.2917,0.7639,0.0,0.5,0.2857,0.0
0.9427,0.5926,0.0488,0.0294,0.0323,0.0345,0.25,0.7639,0.0,0.5,0.2857,0.0
0.9448,0.5903,0.0732,0.0294,0.0323,0.0345,0.0833,0.7639,0.0,0.5,0.2857,0.0
0.9469,0.574,0.0732,0.0294,0.0323,0.0345,0.0417,0.7513,0.0,0.5,0.2857,0.0
0.949,0.561,0.0244,0.0588,0.0323,0.0345,0.0417,0.749,0.0,0.5,0.2857,0.0
0.9512,0.5495,0.0488,0.0882,0.0323,0.0345,0.0833,0.7467,0.0,0.5,0.2857,0.0
0.9533,0.542,0.0488,0.0,0.0323,0.0345,0.0833,0.7467,0.0,0.5,0.2857,0.0
0.9554,0.5226,0.0244,0.0,0.0323,0.0345,0.1667,0.7433,0.0,0.5,0.2857,0.0
0.9575,0.4996,0.0244,0.0,0.0645,0.0345,0.0833,0.742,0.0,0.5,0.2857,0.0
0.9766,0.4667,0.0244,0.0294,0.0645,0.0345,0.0833,0.7398,0.0,0.5,0.2857,0.0
0.9788,0.4553,0.0244,0.0294,0.0,0.0345,0.0417,0.7376,0.0,0.5,0.2857,0.0
0.9809,0.4497,0.0244,0.0294,0.0,0.0345,0.0417,0.7363,0.0,0.5,0.2857,0.0
0.983,0.4458,0.0244,0.0294,0.0,0.0345,0.0417,0.7341,0.0,0.5,0.2857,0.0
0.9851,0.4426,0.0732,0.0294,0.0,0.0345,0.0,0.733,0.0,0.5,0.2857,0.0
0.9873,0.4371,0.0,0.0294,0.0,0.0345,0.0417,0.733,0.0,0.5,0.2857,0.0
0.9894,0.4311,0.0244,0.0294,0.0,0.0,0.0417,0.733,0.0,0.5,0.2857,0.0
0.9915,0.4161,0.0,0.0294,0.0,0.0345,0.0417,0.7306,0.0,0.5,0.2857,0.0
0.9936,0.4161,0.0488,0.0294,0.0,0.0345,0.0833,0.7271,0.0,0.5,0.2857,0.0
0.9958,0.4129,0.0244,0.0294,0.0,0.0345,0.0833,0.7249,0.0,0.5,0.2857,0.0
0.9979,0.4022,0.0244,0.0294,0.0,0.0345,0.0833,0.7249,0.0,0.5,0.2857,0.0
1.0,0.3915,0.0732,0.0294,0.0,0.0345,0.125,0.7238,0.0,0.5,0.2857,0.0
0.0064,0.3329,0.0244,0.0294,0.0,0.0345,0.125,0.7157,0.0,0.5,0.4286,0.0
0.0085,0.3175,0.0244,0.0294,0.0,0.0,0.0833,0.7146,0.0,0.5,0.4286,0.0
0.0106,0.3084,0.0,0.0294,0.0,0.0,0.0417,0.7146,0.0,0.5,0.4286,0.0
0.0127,0.2949,0.0244,0.0294,0.0,0.0,0.0417,0.7122,0.0,0.5,0.4286,0.0
0.0149,0.2815,0.0244,0.0294,0.0,0.0,0.0833,0.71,0.0,0.5,0.4286,0.0
0.017,0.2688,0.0976,0.0294,0.0,0.0,0.125,0.7146,0.0,0.5,0.4286,0.0
0.0191,0.2688,0.0244,0.0294,0.0,0.0345,0.0833,0.7122,0.0,0.5,0.4286,0.0
0.0212,0.2593,0.0,0.0294,0.0,0.0345,0.0833,0.7122,0.0,0.5,0.4286,0.0
0.0234,0.2538,0.0244,0.0294,0.0,0.0345,0.0833,0.71,0.0,0.5,0.4286,0.0
0.0425,0.2352,0.0732,0.0294,0.0,0.0345,0.0833,0.7088,0.0,0.5,0.4286,0.0
0.0446,0.2292,0.0,0.0294,0.0,0.0345,0.0,0.7088,0.0,0.5,0.4286,0.0
0.0467,0.2288,0.0732,0.0294,0.0,0.0345,0.0,0.7065,0.0,0.5,0.4286,0.0
0.0488,0.2249,0.0244,0.0294,0.0,0.0345,0.0,0.7054,0.0,0.5,0.4286,0.0
0.051,0.2213,0.0244,0.0588,0.0,0.0345,0.0,0.7031,0.0,0.5,0.4286,0.0
0.0531,0.2205,0.0244,0.0,0.0,0.0345,0.0,0.7031,0.0,0.5,0.4286,0.0
0.0552,0.19,0.0244,0.0,0.0,0.0345,0.0,0.7054,0.0,0.5,0.4286,0.0
0.0573,0.173,0.0,0.0,0.0,0.0345,0.0,0.7054,0.0,0.5,0.4286,0.0
0.0594,0.1572,0.0244,0.0294,0.0,0.0345,0.0,0.7054,0.0,0.5,0.4286,0.0
0.0616,0.1306,0.0732,0.0294,0.0,0.0345,0.0,0.7008,0.0,0.5,0.4286,0.0
0.0637,0.1097,0.0488,0.0,0.0,0.0345,0.0,0.7008,0.0,0.5,0.4286,0.0
0.0658,0.0843,0.0488,0.0,0.0,0.0345,0.0,0.6996,0.0,0.5,0.4286,0.0
0.0849,0.0515,0.0244,0.0,0.0,0.0345,0.0,0.6996,0.0,0.5,0.4286,0.0
0.087,0.0344,0.0488,0.0,0.0,0.0345,0.0,0.6973,0.0,0.5,0.4286,0.0
0.0892,0.0265,0.122,0.0,0.0,0.0345,0.0833,0.6973,0.0,0.5,0.4286,0.0
