Time of Scrape, Flight Zoning, MC, NC, LNC, SPOC, INTLC, Temperature, PoP, Month, Day of Week, Holiday
0.5669,0.5249,0.1951,0.1765,0.0323,0.3448,0.125,0.8098,0.0,0.5,0.5714,0.0
0.569,0.5317,0.122,0.2353,0.0645,0.3448,0.1667,0.8109,0.0,0.5,0.5714,0.0
0.5711,0.5467,0.122,0.2353,0.0323,0.3448,0.1667,0.8294,0.0,0.5,0.5714,0.0
0.5732,0.5527,0.1463,0.2059,0.0645,0.4138,0.1667,0.8339,0.0,0.5,0.5714,0.0
0.5754,0.557,0.1463,0.2059,0.1613,0.3448,0.1667,0.8373,0.0,0.5,0.5714,0.0
0.5945,0.5724,0.122,0.1765,0.0323,0.3448,0.1667,0.8432,0.0,0.5,0.5714,0.0
0.5966,0.5645,0.1463,0.1471,0.2903,0.3448,0.2083,0.8465,0.0,0.5,0.5714,0.0
0.5987,0.5637,0.1463,0.1471,0.0968,0.3793,0.125,0.8465,0.0,0.5,0.5714,0.0
0.6008,0.561,0.122,0.1765,0.0323,0.3448,0.1667,0.8443,0.0,0.5,0.5714,0.0
0.603,0.5622,0.122,0.1471,0.1935,0.3448,0.1667,0.8432,0.0,0.5,0.5714,0.0
0.6051,0.5657,0.122,0.1176,0.0968,0.4483,0.1667,0.8432,0.0,0.5,0.5714,0.0
0.6072,0.5756,0.122,0.0882,0.0323,0.4828,0.125,0.8408,0.0,0.5,0.5714,0.0
0.6093,0.5792,0.1707,0.0588,0.0323,0.4138,0.125,0.8408,0.0,0.5,0.5714,0.0
0.6115,0.5914,0.1707,0.0588,0.1613,0.3793,0.1667,0.8386,0.0,0.5,0.5714,0.0
0.6136,0.6081,0.1463,0.1765,0.0323,0.2759,0.25,0.8373,0.0,0.5,0.5714,0.0
0.6157,0.6302,0.1463,0.1471,0.0645,0.2759,0.3333,0.8386,0.0,0.5,0.5714,0.0
0.6178,0.6532,0.1463,0.1471,0.0645,0.2069,0.3333,0.8408,0.0,0.5,0.5714,0.0
0.6369,0.6627,0.1707,0.1471,0.0323,0.1034,0.4583,0.8432,0.0,0.5,0.5714,0.0
0.6391,0.6679,0.1951,0.1176,0.0,0.1034,0.5417,0.8443,0.0,0.5,0.5714,0.0
0.6412,0.673,0.1951,0.0882,0.0323,0.1034,0.4583,0.8443,0.0,0.5,0.5714,0.0
0.6433,0.677,0.1951,0.0588,0.0645,0.1379,0.4583,0.8432,0.0,0.5,0.5714,0.0
0.6454,0.6833,0.1463,0.0588,0.0645,0.1034,0.5417,0.8408,0.0,0.5,0.5714,0.0
0.6476,0.6841,0.1707,0.0588,0.0645,0.1034,0.5417,0.8386,0.0,0.5,0.5714,0.0
0.6497,0.6869,0.1463,0.0588,0.0968,0.1379,0.5417,0.8373,0.0,0.5,0.5714,0.0
0.6518,0.6896,0.0732,0.0588,0.0323,0.1724,0.5417,0.8373,0.0,0.5,0.5714,0.0
0.6539,0.6916,0.0732,0.0588,0.2903,0.1724,0.5,0.8351,0.0,0.5,0.5714,0.0
0.6561,0.6865,0.0488,0.0882,0.1613,0.1724,0.4583,0.8339,0.0,0.5,0.5714,0.0
0.6582,0.688,0.0732,0.0882,0.129,0.1724,0.5833,0.8316,0.0,0.5,0.5714,0.0
0.6603,0.6849,0.0976,0.0882,0.129,0.2069,0.625,0.8316,0.0,0.5,0.5714,0.0
0.6794,0.6865,0.0732,0.0588,0.1613,0.2414,0.5,0.8294,0.0,0.5,0.5714,0.0
0.6815,0.6793,0.0732,0.0588,0.0968,0.2414,0.4583,0.8282,0.0,0.5,0.5714,0.0
0.6837,0.6766,0.0488,0.0882,0.0968,0.2759,0.5833,0.8316,0.0,0.5,0.5714,0.0
0.6858,0.6758,0.0488,0.0588,0.0645,0.3103,0.6667,0.8339,0.0,0.5,0.5714,0.0
0.6879,0.677,0.0488,0.0588,0.129,0.3103,0.6667,0.8351,0.0,0.5,0.5714,0.0
0.69,0.6778,0.0488,0.0294,0.0645,0.3793,0.7917,0.8386,0.0,0.5,0.5714,0.0
0.6921,0.6789,0.0976,0.0294,0.0323,0.3793,0.875,0.8408,0.0,0.5,0.5714,0.0
0.6943,0.7023,0.1463,0.0294,0.0323,0.3103,0.875,0.8661,0.0,0.5,0.5714,0.0
0.6964,0.7158,0.1463,0.0294,0.0323,0.2759,0.7083,0.8661,0.0,0.5,0.5714,0.0
0.6985,0.7154,0.1951,0.1176,0.0323,0.2759,0.5833,0.8684,0.0,0.5,0.5714,0.0
0.7006,0.7122,0.1951,0.0882,0.0323,0.2414,0.5417,0.8684,0.0,0.5,0.5714,0.0
0.7028,0.7114,0.1463,0.1176,0.0323,0.2759,0.5417,0.8707,0.0,0.5,0.5714,0.0
0.7219,0.7257,0.1707,0.1176,0.0323,0.2069,0.4583,0.8707,0.0,0.5,0.5714,0.0
0.724,0.7241,0.2439,0.1176,0.0,0.1724,0.375,0.8718,0.0,0.5,0.5714,0.0
0.7261,0.7201,0.2683,0.1176,0.0323,0.1724,0.3333,0.8718,0.0,0.5,0.5714,0.0
0.7282,0.715,0.2683,0.0882,0.0,0.1379,0.2917,0.8718,0.0,0.5,0.5714,0.0
0.7304,0.7233,0.2195,0.1471,0.2258,0.1379,0.2083,0.8718,0.0,0.5,0.5714,0.0
0.7325,0.73,0.1951,0.1471,0.0645,0.1034,0.2083,0.8718,0.0,0.5,0.5714,0.0
0.7346,0.7264,0.1707,0.1471,0.0,0.1034,0.25,0.8557,0.0,0.5,0.5714,0.0
0.7367,0.73,0.2683,0.1176,0.3226,0.1034,0.25,0.8557,0.0,0.5,0.5714,0.0
0.7389,0.7241,0.1951,0.1765,0.3226,0.1379,0.2917,0.8557,0.0,0.5,0.5714,0.0
0.741,0.7264,0.1951,0.1471,0.4839,0.1034,0.25,0.8569,0.0,0.5,0.5714,0.0
0.7431,0.7356,0.2195,0.1471,0.2581,0.1379,0.25,0.8569,0.0,0.5,0.5714,0.0
0.7669,0.7799,0.1707,0.1765,0.0645,0.1379,0.4583,0.8592,0.0,0.5,0.5714,0.0
0.7707,0.7854,0.1463,0.1765,0.0323,0.1034,0.4583,0.8592,0.0,0.5,0.5714,0.0
0.7728,0.8124,0.122,0.1765,0.0323,0.1034,0.4583,0.8592,0.0,0.5,0.5714,0.0
0.7749,0.7957,0.122,0.2647,0.0968,0.069,0.4583,0.8592,0.0,0.5,0.5714,0.0
0.7771,0.7914,0.1707,0.3529,0.0323,0.1034,0.5,0.8569,0.0,0.5,0.5714,0.0
0.7792,0.7775,0.2439,0.3235,0.0645,0.069,0.5417,0.8386,0.0,0.5,0.5714,0.0
0.7813,0.7708,0.2439,0.3529,0.0968,0.1034,0.5833,0.8373,0.0,0.5,0.5714,0.0
0.7834,0.7728,0.2683,0.2941,0.2903,0.069,0.5833,0.8373,0.0,0.5,0.5714,0.0
0.7856,0.7708,0.3415,0.2353,0.2258,0.0345,0.625,0.8373,0.0,0.5,0.5714,0.0
0.7877,0.7755,0.3171,0.2353,0.0968,0.069,0.4583,0.8282,0.0,0.5,0.5714,0.0
0.8068,0.7835,0.2683,0.2941,0.0645,0.069,0.375,0.8248,0.0,0.5,0.5714,0.0
0.8089,0.7898,0.2683,0.3529,0.0968,0.0345,0.2917,0.8224,0.0,0.5,0.5714,0.0
0.811,0.8005,0.2683,0.3529,0.0323,0.069,0.2917,0.8224,0.0,0.5,0.5714,0.0
0.8132,0.804,0.3171,0.3529,0.0323,0.0345,0.3333,0.8224,0.0,0.5,0.5714,0.0
0.8153,0.7997,0.2439,0.3824,0.0323,0.0345,0.2917,0.8224,0.0,0.5,0.5714,0.0
0.8174,0.806,0.1951,0.3529,0.0323,0.0345,0.2083,0.8224,0.0,0.5,0.5714,0.0
0.8195,0.8135,0.1707,0.2941,0.0323,0.0345,0.2083,0.8224,0.0,0.5,0.5714,0.0
0.8217,0.7997,0.2195,0.2647,0.129,0.0345,0.2083,0.8224,0.0,0.5,0.5714,0.0
0.8238,0.8234,0.3415,0.2647,0.0323,0.069,0.25,0.8224,0.0,0.5,0.5714,0.0
0.8259,0.8278,0.439,0.2059,0.2581,0.069,0.375,0.8248,0.0,0.5,0.5714,0.0
0.828,0.8488,0.3659,0.1765,0.0968,0.069,0.3333,0.8248,0.0,0.5,0.5714,0.0
0.8301,0.8781,0.3902,0.2059,0.3871,0.069,0.25,0.8248,0.0,0.5,0.5714,0.0
0.8493,0.9006,0.4146,0.2647,0.2581,0.069,0.2917,0.8248,0.0,0.5,0.5714,0.0
0.8514,0.9006,0.3415,0.3824,0.3871,0.069,0.3333,0.8259,0.0,0.5,0.5714,0.0
0.8535,0.8923,0.2927,0.3529,0.6452,0.1379,0.375,0.8386,0.0,0.5,0.5714,0.0
0.8556,0.8888,0.3171,0.3235,0.5484,0.1724,0.5,0.8316,0.0,0.5,0.5714,0.0
0.8577,0.8781,0.2927,0.2059,0.3871,0.1034,0.4583,0.8316,0.0,0.5,0.5714,0.0
0.8599,0.869,0.2439,0.2059,0.4194,0.069,0.5833,0.8259,0.0,0.5,0.5714,0.0
0.862,0.8559,0.1707,0.1765,0.1935,0.1034,0.5833,0.8248,0.0,0.5,0.5714,0.0
0.8641,0.8508,0.122,0.1471,0.129,0.1034,0.5417,0.8202,0.0,0.5,0.5714,0.0
0.8662,0.8464,0.0976,0.1471,0.0323,0.1034,0.5417,0.8202,0.0,0.5,0.5714,0.0
0.8684,0.8298,0.0976,0.0882,0.0323,0.069,0.5,0.8156,0.0,0.5,0.5714,0.0
0.8705,0.7989,0.0488,0.0294,0.0323,0.069,0.7917,0.8156,0.0,0.5,0.5714,0.0
0.8726,0.7688,0.0488,0.0294,0.0323,0.1034,0.7083,0.8156,0.0,0.5,0.5714,0.0
0.8917,0.0,0.0488,0.0294,0.0323,0.1034,0.6667,0.8133,0.0,0.5,0.5714,0.0
0.8938,0.7344,0.0488,0.0294,0.0645,0.0345,0.75,0.8109,0.0,0.5,0.5714,0.0
0.896,0.7268,0.0488,0.0588,0.0645,0.069,0.7083,0.8098,0.0,0.5,0.5714,0.0
0.8981,0.7201,0.0488,0.0294,0.0645,0.0345,0.7083,0.8076,0.0,0.5,0.5714,0.0
0.9002,0.7126,0.0488,0.0294,0.0,0.0345,0.4583,0.8064,0.0,0.5,0.5714,0.0
0.9023,0.7035,0.0732,0.0588,0.0323,0.0345,0.2917,0.8041,0.0,0.5,0.5714,0.0
0.9045,0.6932,0.0976,0.0588,0.0323,0.0345,0.1667,0.7972,0.0,0.5,0.5714,0.0
0.9066,0.6845,0.1463,0.0294,0.0323,0.0345,0.0417,0.7949,0.0,0.5,0.5714,0.0
0.9087,0.6742,0.122,0.0588,0.0323,0.0345,0.0417,0.7927,0.0,0.5,0.5714,0.0
0.9108,0.6742,0.1463,0.0,0.0323,0.0345,0.0833,0.7914,0.0,0.5,0.5714,0.0
0.913,0.669,0.0976,0.0,0.0323,0.0345,0.0833,0.7892,0.0,0.5,0.5714,0.0
0.9151,0.6643,0.0732,0.0882,0.0323,0.0345,0.125,0.788,0.0,0.5,0.5714,0.0
0.9342,0.6568,0.0244,0.0588,0.0323,0.0345,0.0833,0.788,0.0,0.5,0.5714,0.0
0.9363,0.6548,0.0732,0.0,0.0323,0.0,0.1667,0.7857,0.0,0.5,0.5714,0.0
0.9384,0.6548,0.0488,0.0,0.0323,0.0,0.2917,0.7835,0.0,0.5,0.5714,0.0
0.9406,0.6544,0.0244,0.0,0.0323,0.0,0.2083,0.7835,0.0,0.5,0.5714,0.0
0.9427,0.6544,0.0244,0.0294,0.0323,0.0,0.2917,0.7822,0.0,0.5,0.5714,0.0
0.9448,0.6421,0.0732,0.0,0.0323,0.0,0.3333,0.7822,0.0,0.5,0.5714,0.0
0.9469,0.6302,0.0732,0.0,0.0323,0.0,0.2917,0.7822,0.0,0.5,0.5714,0.0
0.949,0.6112,0.0488,0.0294,0.0323,0.0,0.1667,0.78,0.0,0.5,0.5714,0.0
0.9512,0.5891,0.0732,0.0294,0.0323,0.0345,0.0417,0.7731,0.0,0.5,0.5714,0.0
0.9533,0.5784,0.0244,0.0294,0.0323,0.0345,0.0417,0.7731,0.0,0.5,0.5714,0.0
0.9554,0.5578,0.0244,0.0294,0.0323,0.0345,0.1667,0.7731,0.0,0.5,0.5714,0.0
0.9575,0.5388,0.0,0.0294,0.0323,0.0345,0.1667,0.7673,0.0,0.5,0.5714,0.0
0.9766,0.5182,0.0732,0.0294,0.0323,0.0345,0.1667,0.7673,0.0,0.5,0.5714,0.0
0.9788,0.5091,0.0,0.0294,0.0323,0.0345,0.1667,0.765,0.0,0.5,0.5714,0.0
0.9809,0.5024,0.0244,0.0294,0.0323,0.0345,0.0417,0.7639,0.0,0.5,0.5714,0.0
0.983,0.5012,0.0244,0.0294,0.0323,0.0345,0.0417,0.7639,0.0,0.5,0.5714,0.0
0.9851,0.4945,0.0244,0.0294,0.0323,0.0345,0.0833,0.7616,0.0,0.5,0.5714,0.0
0.9873,0.4834,0.0244,0.0294,0.0323,0.0345,0.0833,0.7616,0.0,0.5,0.5714,0.0
0.9894,0.4759,0.0244,0.0294,0.0323,0.0345,0.0833,0.7605,0.0,0.5,0.5714,0.0
0.9915,0.466,0.0976,0.0294,0.0323,0.0345,0.0833,0.7605,0.0,0.5,0.5714,0.0
0.9936,0.464,0.0732,0.0,0.0323,0.0345,0.0417,0.7547,0.0,0.5,0.5714,0.0
0.9958,0.4533,0.0488,0.0,0.0323,0.0345,0.0417,0.7524,0.0,0.5,0.5714,0.0
0.9979,0.4438,0.0244,0.0,0.0323,0.0345,0.0833,0.7513,0.0,0.5,0.5714,0.0
1.0,0.4418,0.0244,0.0294,0.0323,0.0345,0.0,0.749,0.0,0.5,0.5714,0.0
0.0085,0.3357,0.0488,0.0294,0.0323,0.0345,0.0,0.7433,0.0,0.5,0.7143,0.0
0.0106,0.3032,0.0488,0.0294,0.0323,0.0345,0.0,0.742,0.0,0.5,0.7143,0.0
0.0127,0.3013,0.0488,0.0294,0.0323,0.0345,0.0,0.7398,0.0,0.5,0.7143,0.0
0.0149,0.2941,0.0244,0.0294,0.0323,0.0345,0.0833,0.7398,0.0,0.5,0.7143,0.0
0.017,0.291,0.0488,0.0294,0.0323,0.0345,0.0,0.7376,0.0,0.5,0.7143,0.0
0.0191,0.2854,0.0244,0.0294,0.0323,0.0345,0.0417,0.7363,0.0,0.5,0.7143,0.0
0.0212,0.2795,0.0244,0.0294,0.0323,0.0345,0.0417,0.733,0.0,0.5,0.7143,0.0
0.0234,0.2736,0.0244,0.0294,0.0323,0.0345,0.0417,0.733,0.0,0.5,0.7143,0.0
0.0425,0.2569,0.0244,0.0294,0.0323,0.0345,0.0,0.7284,0.0,0.5,0.7143,0.0
0.0446,0.2403,0.0488,0.0294,0.0323,0.0345,0.0417,0.7284,0.0,0.5,0.7143,0.0
0.0467,0.2272,0.0976,0.0294,0.0323,0.0345,0.0417,0.7284,0.0,0.5,0.7143,0.0
0.0488,0.2134,0.0488,0.0294,0.0323,0.0345,0.0417,0.7284,0.0,0.5,0.7143,0.0
0.051,0.211,0.0488,0.0294,0.0323,0.0345,0.0417,0.7271,0.0,0.5,0.7143,0.0
0.0531,0.2051,0.0976,0.0294,0.0323,0.0345,0.0417,0.7249,0.0,0.5,0.7143,0.0
0.0552,0.1912,0.0488,0.0294,0.0323,0.0345,0.0417,0.7238,0.0,0.5,0.7143,0.0
0.0573,0.1746,0.0244,0.0294,0.0323,0.0345,0.0417,0.7238,0.0,0.5,0.7143,0.0
0.0594,0.1584,0.0244,0.0294,0.0323,0.0345,0.0417,0.7238,0.0,0.5,0.7143,0.0
0.0616,0.1271,0.0244,0.0294,0.0323,0.0345,0.0417,0.7214,0.0,0.5,0.7143,0.0
0.0637,0.1057,0.0244,0.0294,0.0323,0.0345,0.0417,0.7214,0.0,0.5,0.7143,0.0
0.0658,0.0717,0.0488,0.0294,0.0323,0.0345,0.0417,0.7191,0.0,0.5,0.7143,0.0
0.0849,0.04,0.0488,0.0,0.0323,0.0345,0.0417,0.718,0.0,0.5,0.7143,0.0
0.087,0.0194,0.0488,0.0,0.0323,0.0345,0.0417,0.718,0.0,0.5,0.7143,0.0
0.0892,0.0087,0.122,0.0294,0.0323,0.0345,0.0417,0.7157,0.0,0.5,0.7143,0.0
0.0913,0.0087,0.0732,0.0294,0.0323,0.0345,0.0417,0.7157,0.0,0.5,0.7143,0.0
0.0934,0.0087,0.0976,0.0294,0.0323,0.0345,0.0417,0.7157,0.0,0.5,0.7143,0.0
0.0955,0.0091,0.0244,0.0294,0.0323,0.0345,0.0833,0.7157,0.0,0.5,0.7143,0.0
0.0977,0.0103,0.0488,0.0,0.0323,0.0345,0.0833,0.7146,0.0,0.5,0.7143,0.0
0.0998,0.0087,0.0244,0.0,0.0323,0.0345,0.0417,0.7146,0.0,0.5,0.7143,0.0
0.1019,0.0087,0.0976,0.0294,0.0323,0.0345,0.0,0.7146,0.0,0.5,0.7143,0.0
0.104,0.0087,0.0732,0.0294,0.0323,0.0345,0.0417,0.7122,0.0,0.5,0.7143,0.0
0.1062,0.0059,0.0488,0.0294,0.0323,0.0345,0.0417,0.7122,0.0,0.5,0.7143,0.0
0.1083,0.0059,0.0732,0.0294,0.0323,0.0345,0.0417,0.7122,0.0,0.5,0.7143,0.0
0.1274,0.0178,0.0976,0.0294,0.0323,0.0345,0.0417,0.7122,0.0,0.5,0.7143,0.0
0.1295,0.0186,0.0732,0.0588,0.0323,0.0345,0.0417,0.71,0.0,0.5,0.7143,0.0
0.1316,0.0186,0.1463,0.0,0.0323,0.0345,0.0417,0.71,0.0,0.5,0.7143,0.0
0.1338,0.0226,0.2683,0.0,0.0323,0.0345,0.0417,0.71,0.0,0.5,0.7143,0.0
0.1359,0.023,0.2683,0.0294,0.0323,0.0345,0.0417,0.71,0.0,0.5,0.7143,0.0
0.138,0.0234,0.2439,0.0882,0.0323,0.0345,0.0833,0.7088,0.0,0.5,0.7143,0.0
0.1401,0.0261,0.1951,0.0882,0.0323,0.0345,0.0,0.7157,0.0,0.5,0.7143,0.0
0.1423,0.0261,0.0488,0.1471,0.0323,0.0345,0.0,0.7146,0.0,0.5,0.7143,0.0
0.1444,0.0265,0.0488,0.0588,0.0323,0.0345,0.0417,0.7146,0.0,0.5,0.7143,0.0
0.1465,0.0269,0.0488,0.0294,0.0323,0.0345,0.0,0.7146,0.0,0.5,0.7143,0.0
0.1486,0.0273,0.0488,0.0294,0.0323,0.0345,0.0,0.7146,0.0,0.5,0.7143,0.0
0.1507,0.0281,0.0976,0.0294,0.0323,0.0345,0.0417,0.7122,0.0,0.5,0.7143,0.0
0.1699,0.0321,0.0488,0.0294,0.0323,0.0345,0.0417,0.7122,0.0,0.5,0.7143,0.0
0.172,0.0471,0.0732,0.0588,0.0968,0.1034,0.0417,0.7122,0.0,0.5,0.7143,0.0
0.1741,0.0546,0.0244,0.2059,0.0323,0.1379,0.0417,0.71,0.0,0.5,0.7143,0.0
0.1762,0.0602,0.0488,0.1176,0.0,0.1034,0.0417,0.7088,0.0,0.5,0.7143,0.0
0.1783,0.0602,0.0732,0.1765,0.0,0.069,0.0417,0.7088,0.0,0.5,0.7143,0.0
0.1805,0.0649,0.0244,0.2353,0.1613,0.069,0.0833,0.7065,0.0,0.5,0.7143,0.0
0.1826,0.0701,0.1951,0.2941,0.0645,0.1034,0.0417,0.71,0.0,0.5,0.7143,0.0
0.1847,0.0705,0.0976,0.2647,0.0323,0.069,0.0417,0.71,0.0,0.5,0.7143,0.0
0.1868,0.0713,0.0488,0.2059,0.129,0.0345,0.0833,0.71,0.0,0.5,0.7143,0.0
0.189,0.0736,0.1707,0.2059,0.1935,0.069,0.0833,0.7088,0.0,0.5,0.7143,0.0
0.1911,0.0784,0.2195,0.1176,0.0968,0.069,0.0417,0.7065,0.0,0.5,0.7143,0.0
0.1932,0.08,0.122,0.0882,0.0323,0.069,0.0833,0.7065,0.0,0.5,0.7143,0.0
0.2123,0.0804,0.0732,0.1471,0.0645,0.1034,0.125,0.7065,0.0,0.5,0.7143,0.0
0.2144,0.0808,0.0976,0.1471,0.129,0.1379,0.0833,0.7054,0.0,0.5,0.7143,0.0
0.2166,0.1093,0.0976,0.2059,0.129,0.1724,0.0833,0.7031,0.0,0.5,0.7143,0.0
0.2187,0.1184,0.122,0.1765,0.4839,0.2069,0.0417,0.7031,0.0,0.5,0.7143,0.0
0.2208,0.1255,0.1707,0.2353,0.2903,0.2414,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2229,0.1302,0.1951,0.2647,0.1935,0.2759,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2251,0.1445,0.1707,0.2647,0.5161,0.2414,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2272,0.1508,0.1707,0.3824,0.6129,0.2069,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2293,0.1548,0.2683,0.3824,0.4839,0.2414,0.0833,0.7054,0.0,0.5,0.7143,0.0
0.2314,0.1587,0.3415,0.3529,0.4516,0.2414,0.125,0.7054,0.0,0.5,0.7143,0.0
0.2335,0.1595,0.3902,0.2941,0.3548,0.2414,0.0833,0.7031,0.0,0.5,0.7143,0.0
0.2357,0.1639,0.5122,0.2941,0.4839,0.3448,0.0833,0.7031,0.0,0.5,0.7143,0.0
0.2548,0.1738,0.5122,0.2647,0.4839,0.4138,0.0833,0.7031,0.0,0.5,0.7143,0.0
0.2569,0.1805,0.4878,0.2941,0.6452,0.4483,0.0833,0.7031,0.0,0.5,0.7143,0.0
0.259,0.1857,0.439,0.3235,0.5806,0.5172,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2611,0.1876,0.439,0.3529,0.6129,0.4138,0.125,0.7008,0.0,0.5,0.7143,0.0
0.2633,0.1928,0.3659,0.3235,0.5161,0.3793,0.0417,0.7008,0.0,0.5,0.7143,0.0
0.2654,0.196,0.2927,0.3529,0.5806,0.3448,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2675,0.2019,0.2927,0.3824,0.7097,0.3103,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2696,0.2074,0.2927,0.4412,0.871,0.3103,0.1667,0.7008,0.0,0.5,0.7143,0.0
0.2718,0.2142,0.2927,0.5,0.7419,0.2759,0.1667,0.7008,0.0,0.5,0.7143,0.0
0.2739,0.2225,0.2683,0.4118,0.5161,0.2759,0.125,0.7008,0.0,0.5,0.7143,0.0
0.276,0.2352,0.2683,0.3235,0.3226,0.3793,0.125,0.7008,0.0,0.5,0.7143,0.0
0.2781,0.2454,0.2195,0.3824,0.3226,0.4483,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.2972,0.2641,0.2195,0.2941,0.2903,0.4483,0.125,0.7008,0.0,0.5,0.7143,0.0
0.2994,0.2688,0.1951,0.7353,0.2581,0.5172,0.0833,0.7008,0.0,0.5,0.7143,0.0
0.3015,0.2759,0.1951,0.7353,0.2903,0.5517,0.125,0.7008,0.0,0.5,0.7143,0.0
0.3036,0.2823,0.2439,0.4412,0.3548,0.5172,0.1667,0.7065,0.0,0.5,0.7143,0.0
0.3057,0.2874,0.2439,0.4412,0.2581,0.4828,0.1667,0.7088,0.0,0.5,0.7143,0.0
0.3079,0.2937,0.2439,0.4412,0.4516,0.4828,0.1667,0.718,0.0,0.5,0.7143,0.0
0.31,0.3001,0.2195,0.4412,0.3871,0.5517,0.1667,0.718,0.0,0.5,0.7143,0.0
0.3121,0.3044,0.2439,0.4412,0.5484,0.5517,0.1667,0.718,0.0,0.5,0.7143,0.0
0.3142,0.3096,0.2927,0.4412,0.3226,0.4483,0.25,0.7249,0.0,0.5,0.7143,0.0
0.3163,0.3135,0.2927,0.4412,0.3226,0.5172,0.2083,0.7249,0.0,0.5,0.7143,0.0
0.3185,0.3151,0.2927,0.4412,0.3226,0.4828,0.1667,0.7249,0.0,0.5,0.7143,0.0
0.3206,0.3159,0.2927,0.4412,0.2903,0.4138,0.2083,0.7284,0.0,0.5,0.7143,0.0
0.3397,0.3306,0.3171,0.4412,0.3871,0.3793,0.2083,0.7284,0.0,0.5,0.7143,0.0
0.3418,0.3385,0.2927,0.4412,0.2903,0.3103,0.25,0.7341,0.0,0.5,0.7143,0.0
0.3439,0.346,0.2683,0.4412,0.2258,0.2759,0.25,0.7398,0.0,0.5,0.7143,0.0
0.3461,0.3567,0.2439,0.4412,0.2258,0.2414,0.25,0.742,0.0,0.5,0.7143,0.0
0.3482,0.3591,0.2439,0.4412,0.2258,0.2414,0.2917,0.742,0.0,0.5,0.7143,0.0
0.3503,0.3618,0.2439,0.4412,0.2258,0.3103,0.2917,0.7467,0.0,0.5,0.7143,0.0
0.3524,0.3658,0.2195,0.4412,0.2258,0.3793,0.2917,0.7513,0.0,0.5,0.7143,0.0
0.3546,0.3678,0.1951,0.4412,0.1613,0.3793,0.25,0.7513,0.0,0.5,0.7143,0.0
0.3567,0.3686,0.1707,0.2353,0.129,0.3793,0.2917,0.7559,0.0,0.5,0.7143,0.0
0.3588,0.3725,0.1463,0.2353,0.0968,0.3793,0.3333,0.7582,0.0,0.5,0.7143,0.0
0.3609,0.38,0.1463,0.1765,0.129,0.3793,0.3333,0.7582,0.0,0.5,0.7143,0.0
0.3631,0.3856,0.122,0.1176,0.129,0.3448,0.2917,0.7616,0.0,0.5,0.7143,0.0
0.3822,0.4006,0.1707,0.0882,0.0645,0.2759,0.25,0.7673,0.0,0.5,0.7143,0.0
0.3843,0.3951,0.122,0.0882,0.0645,0.2759,0.2083,0.7697,0.0,0.5,0.7143,0.0
0.3864,0.3943,0.122,0.1176,0.0968,0.2069,0.1667,0.7697,0.0,0.5,0.7143,0.0
0.3885,0.4062,0.1463,0.0588,0.0323,0.2069,0.1667,0.7765,0.0,0.5,0.7143,0.0
0.3928,0.4129,0.1951,0.0882,0.0323,0.1034,0.2083,0.78,0.0,0.5,0.7143,0.0
0.3949,0.4173,0.1951,0.0882,0.2258,0.1724,0.125,0.7822,0.0,0.5,0.7143,0.0
0.397,0.4169,0.2195,0.0588,0.0645,0.1034,0.125,0.7822,0.0,0.5,0.7143,0.0
0.3992,0.4224,0.1463,0.0882,0.0968,0.1379,0.125,0.788,0.0,0.5,0.7143,0.0
0.4013,0.4252,0.1707,0.0882,0.0323,0.1379,0.0833,0.788,0.0,0.5,0.7143,0.0
0.4034,0.4276,0.1707,0.0588,0.3226,0.1379,0.125,0.7914,0.0,0.5,0.7143,0.0
0.4055,0.4327,0.1463,0.0588,0.0645,0.1379,0.125,0.7914,0.0,0.5,0.7143,0.0
0.4246,0.4513,0.1707,0.0588,0.0645,0.1724,0.125,0.8006,0.0,0.5,0.7143,0.0
0.4268,0.4477,0.2195,0.0294,0.0645,0.1724,0.1667,0.8018,0.0,0.5,0.7143,0.0
0.4289,0.4442,0.1707,0.0882,0.2258,0.1379,0.1667,0.8041,0.0,0.5,0.7143,0.0
0.431,0.4394,0.1951,0.1471,0.1613,0.1724,0.0833,0.8041,0.0,0.5,0.7143,0.0
0.4331,0.4359,0.1951,0.1176,0.0968,0.1724,0.0833,0.8076,0.0,0.5,0.7143,0.0
0.4352,0.4363,0.122,0.0882,0.1613,0.1724,0.125,0.8098,0.0,0.5,0.7143,0.0
0.4374,0.4446,0.1463,0.1765,0.129,0.1724,0.0833,0.8156,0.0,0.5,0.7143,0.0
0.4395,0.447,0.1463,0.1471,0.0323,0.1724,0.0833,0.8156,0.0,0.5,0.7143,0.0
0.4416,0.458,0.0976,0.1176,0.2903,0.1724,0.0833,0.819,0.0,0.5,0.7143,0.0
0.4437,0.4679,0.1463,0.1471,0.0645,0.1379,0.0833,0.8202,0.0,0.5,0.7143,0.0
0.4459,0.4707,0.1463,0.1471,0.0645,0.1034,0.0833,0.8202,0.0,0.5,0.7143,0.0
