Date, Time of Scrape, Flight Zoning, MC, NC, LNC, SPOC, INTLC, Weather, Month, Day of Week, Holiday
2024-06-13,22:45,1596,1,0,0,1,13,78.8 | 1101 | 0,6,4,0
2024-06-13,22:50,1547,1,0,0,1,10,78.8 | 1101 | 0,6,4,0
2024-06-13,22:55,1496,1,0,0,1,7,78.58 | 1102 | 0,6,4,0
2024-06-13,23:00,1414,2,0,0,0,4,78.58 | 1102 | 0,6,4,0
2024-06-13,23:05,1381,1,0,0,0,2,78.46 | 1001 | 0,6,4,0
2024-06-13,23:10,1351,1,0,0,0,1,78.46 | 1001 | 0,6,4,0
2024-06-13,23:15,1341,2,0,0,1,1,78.24 | 1001 | 0,6,4,0
2024-06-13,23:20,1328,1,0,0,0,1,78.24 | 1001 | 0,6,4,0
2024-06-13,23:25,1314,2,0,0,0,2,78.24 | 1001 | 0,6,4,0
2024-06-13,23:30,1301,4,0,0,0,1,78.24 | 1102 | 0,6,4,0
2024-06-13,23:35,1256,1,0,0,0,1,76.78 | 1000 | 0,6,4,0
2024-06-13,23:40,1253,2,0,0,0,1,76.66 | 1000 | 0,6,4,0
2024-06-13,23:45,1246,1,0,0,0,0,76.44 | 1000 | 0,6,4,0
2024-06-13,23:50,1196,3,0,0,0,1,76.44 | 1000 | 0,6,4,0
2024-06-13,23:55,1175,2,0,0,0,0,76.33 | 1000 | 0,6,4,0
2024-06-14,00:15,967,1,1,0,0,0,75.88 | 1000 | 0,6,5,0
2024-06-14,00:20,901,2,0,0,0,0,75.88 | 1000 | 0,6,5,0
2024-06-19,17:30,1876,16,14,9,3,9,86 | 1001 | 0,6,3,1
2024-06-19,17:35,1882,19,13,6,4,10,85.66 | 1001 | 0,6,3,1
2024-06-19,17:40,1875,16,19,21,5,9,85.66 | 1001 | 0,6,3,1
2024-06-19,17:45,1876,15,26,13,5,10,85.66 | 1001 | 0,6,3,1
2024-06-19,17:50,1908,18,22,14,6,6,85.44 | 1001 | 0,6,3,1
2024-06-19,18:05,1912,16,16,17,3,4,85.44 | 1001 | 0,6,3,1
2024-06-19,18:10,1946,16,13,14,3,3,85.44 | 1001 | 0,6,3,1
2024-06-19,18:15,1928,16,12,15,3,4,85.44 | 1001 | 0,6,3,1
2024-06-19,18:20,1932,13,15,14,3,4,85.44 | 1001 | 0,6,3,1
2024-06-19,18:25,1920,13,12,8,3,3,85.44 | 1001 | 0,6,3,1
2024-06-19,18:30,1902,13,8,12,3,3,85.33 | 1001 | 0,6,3,1
2024-06-19,18:35,1928,10,9,8,3,4,84.88 | 1001 | 0,6,3,1
2024-06-19,18:40,1882,10,15,7,3,2,84.88 | 1001 | 0,6,3,1
2024-06-19,18:45,1874,9,12,1,2,2,84.88 | 1001 | 0,6,3,1
2024-06-19,18:50,1852,7,10,5,1,1,84.76 | 1001 | 0,6,3,1
2024-06-19,18:55,1857,8,10,2,1,5,84.76 | 1001 | 0,6,3,1
2024-06-19,19:00,1893,6,9,1,2,4,84.76 | 1001 | 0,6,3,1
2024-06-19,19:05,1901,3,5,10,3,4,84.54 | 1001 | 0,6,3,1
2024-06-19,19:10,1900,2,5,4,4,6,84.43 | 1001 | 0,6,3,1
2024-06-19,19:15,1899,5,9,1,6,10,84.43 | 1001 | 0,6,3,1
2024-06-19,19:20,1890,6,10,1,3,8,84.2 | 1001 | 0,6,3,1
2024-06-19,19:25,1907,9,3,1,2,6,84.2 | 1001 | 0,6,3,1
2024-06-19,19:30,1951,6,4,4,3,5,83.98 | 1001 | 0,6,3,1
2024-06-19,19:35,1937,5,5,2,2,4,83.64 | 1001 | 0,6,3,1
2024-06-19,19:40,1977,8,1,5,1,4,83.64 | 1001 | 0,6,3,1
2024-06-19,19:45,2001,10,5,4,1,3,83.53 | 1001 | 0,6,3,1
2024-06-19,19:50,2049,9,10,3,1,1,83.53 | 1001 | 0,6,3,1
2024-06-19,19:55,2118,9,12,11,1,3,83.3 | 1001 | 0,6,3,1
2024-06-19,20:00,2158,9,11,9,1,8,83.08 | 1001 | 0,6,3,1
2024-06-19,20:05,2137,8,11,8,1,8,83.08 | 1001 | 0,6,3,1
2024-06-19,20:10,2142,10,8,2,1,8,82.74 | 1001 | 0,6,3,1
2024-06-19,20:15,2138,6,5,1,1,10,82.63 | 1001 | 0,6,3,1
2024-06-19,20:20,2128,4,6,3,1,10,82.18 | 1001 | 0,6,3,1
2024-06-19,20:25,2115,4,12,4,1,11,82.06 | 1001 | 0,6,3,1
2024-06-19,20:30,2080,4,8,3,1,9,81.72 | 1001 | 0,6,3,1
2024-06-19,20:35,2062,5,7,1,1,6,81.5 | 1001 | 0,6,3,1
2024-06-19,20:40,2056,3,5,1,1,4,81.28 | 1001 | 0,6,3,1
2024-06-19,20:45,2026,2,4,0,2,3,81.28 | 1001 | 0,6,3,1
2024-06-19,20:50,1963,2,1,1,2,2,80.83 | 1001 | 0,6,3,1
2024-06-19,20:55,1909,3,1,1,2,2,80.6 | 1001 | 0,6,3,1
2024-06-19,21:00,0,2,2,1,1,2,80.38 | 1001 | 0,6,3,1
2024-06-19,21:25,1715,2,1,0,3,1,79.7 | 1001 | 0,6,3,1
2024-06-19,21:30,1698,1,1,0,3,1,79.7 | 1001 | 0,6,3,1
2024-06-19,21:35,1689,3,1,0,2,1,79.03 | 1001 | 0,6,3,1
2024-06-19,21:40,1668,1,3,0,1,2,79.03 | 1001 | 0,6,3,1
2024-06-19,21:45,1642,2,1,0,0,1,79.03 | 1001 | 0,6,3,1
2024-06-19,21:50,1623,2,1,0,0,1,79.03 | 1001 | 0,6,3,1
2024-06-19,21:55,1601,2,3,0,1,1,79.03 | 1001 | 0,6,3,1
2024-06-19,22:00,1570,4,0,0,1,1,79.03 | 1001 | 0,6,3,1
2024-06-19,22:05,1560,6,0,1,1,2,79.03 | 1001 | 0,6,3,1
2024-06-19,22:10,1554,2,0,0,1,2,78.8 | 1001 | 0,6,3,1
2024-06-19,22:15,1545,2,0,0,1,1,78.46 | 1001 | 0,6,3,1
2024-06-19,22:20,1543,1,0,0,1,2,78.24 | 1001 | 0,6,3,1
2024-06-19,22:25,1537,2,0,0,1,1,78.24 | 1001 | 0,6,3,1
2024-06-19,22:30,1490,3,0,0,1,1,77.9 | 1001 | 0,6,3,1
2024-06-19,22:35,1444,0,0,0,1,1,77.56 | 1001 | 0,6,3,1
2024-06-19,22:40,1416,1,0,0,1,2,77.34 | 1001 | 0,6,3,1
2024-06-19,22:45,1396,3,0,0,1,3,77.22 | 1001 | 0,6,3,1
2024-06-19,22:50,1345,2,0,0,1,3,77.22 | 1001 | 0,6,3,1
2024-06-19,22:55,1282,1,0,0,1,3,77.22 | 1001 | 0,6,3,1
2024-06-19,23:00,1196,4,0,0,1,2,76.78 | 1001 | 0,6,3,1
2024-06-19,23:05,1169,2,0,0,1,3,76.66 | 1001 | 0,6,3,1
2024-06-19,23:10,1155,1,0,0,1,4,76.66 | 1001 | 0,6,3,1
2024-06-19,23:15,1144,1,0,0,1,4,76.44 | 1001 | 0,6,3,1
2024-06-19,23:20,1136,2,0,0,1,4,76.44 | 1001 | 0,6,3,1
2024-06-19,23:25,1122,3,0,0,1,5,76.44 | 1001 | 0,6,3,1
2024-06-19,23:30,1108,2,0,0,1,6,76.33 | 1001 | 0,6,3,1
2024-06-19,23:35,1069,1,0,0,1,6,76.44 | 1001 | 0,6,3,1
2024-06-19,23:40,1066,1,0,0,1,1,76.44 | 1001 | 0,6,3,1
2024-06-19,23:45,1059,2,0,0,1,2,76.33 | 1001 | 0,6,3,1
2024-06-19,23:50,1023,2,0,0,1,3,76.1 | 1001 | 0,6,3,1
2024-06-19,23:55,996,2,0,0,1,0,76.1 | 1001 | 0,6,3,1
2024-06-20,00:20,827,2,0,0,1,0,75.76 | 1001 | 0,6,4,0
2024-06-20,00:25,805,4,0,0,1,0,75.54 | 1001 | 0,6,4,0
2024-06-20,00:30,772,2,0,0,1,1,75.43 | 1001 | 0,6,4,0
2024-06-20,00:35,731,3,0,0,1,1,75.43 | 1001 | 0,6,4,0
2024-06-20,00:40,705,2,0,0,1,1,75.43 | 1001 | 0,6,4,0
2024-06-20,00:45,705,2,0,0,1,1,75.2 | 1001 | 0,6,4,0
2024-06-20,00:50,680,3,0,0,1,1,74.97 | 1001 | 0,6,4,0
2024-06-20,00:55,674,1,0,0,1,1,74.86 | 1001 | 0,6,4,0
2024-06-20,01:00,621,3,0,0,1,1,74.64 | 1001 | 0,6,4,0
2024-06-20,01:05,607,1,0,0,1,1,74.64 | 1001 | 0,6,4,0
2024-06-20,01:10,599,1,0,0,1,1,74.53 | 1001 | 0,6,4,0
2024-06-20,01:15,589,2,0,0,1,1,74.3 | 1001 | 0,6,4,0
2024-06-20,01:20,580,1,0,0,1,1,74.08 | 1001 | 0,6,4,0
2024-06-20,01:25,578,3,0,0,1,1,74.08 | 1001 | 0,6,4,0
2024-06-20,01:30,501,3,0,0,1,1,73.96 | 1001 | 0,6,4,0
2024-06-20,01:35,450,2,0,0,1,1,74.3 | 1001 | 0,6,4,0
2024-06-20,01:40,408,1,0,0,1,1,74.3 | 1001 | 0,6,4,0
2024-06-20,01:45,328,1,0,0,1,1,74.08 | 1001 | 0,6,4,0
2024-06-20,01:50,275,1,0,0,1,1,73.74 | 1001 | 0,6,4,0
2024-06-20,01:55,211,1,0,0,1,1,73.74 | 1001 | 0,6,4,0
2024-06-20,02:00,133,3,0,0,1,1,73.63 | 1001 | 0,6,4,0
2024-06-20,02:05,83,1,0,0,1,1,73.4 | 1001 | 0,6,4,0
2024-06-20,02:10,55,1,0,0,1,1,73.18 | 1001 | 0,6,4,0
2024-06-20,02:15,54,2,0,0,1,1,73.06 | 1001 | 0,6,4,0
2024-06-20,02:20,54,1,1,0,1,1,72.84 | 1001 | 0,6,4,0
2024-06-20,02:25,50,4,3,0,1,1,72.84 | 1001 | 0,6,4,0
2024-06-20,02:30,52,3,3,0,1,1,72.72 | 1001 | 0,6,4,0
2024-06-20,02:35,47,1,3,0,1,1,73.06 | 1102 | 0,6,4,0
2024-06-20,02:40,41,4,0,0,1,1,73.06 | 1102 | 0,6,4,0
2024-06-20,02:45,41,2,0,0,1,1,72.84 | 1102 | 0,6,4,0
2024-06-20,02:50,15,3,0,0,1,1,72.72 | 1102 | 0,6,4,0
2024-06-20,02:55,15,5,0,0,1,1,72.5 | 1102 | 0,6,4,0
2024-06-20,03:00,43,5,0,0,1,1,72.28 | 1102 | 0,6,4,0
2024-06-20,03:05,44,4,0,0,0,1,72.16 | 1102 | 0,6,4,0
2024-06-20,03:10,44,8,0,0,0,0,72.16 | 1102 | 0,6,4,0
2024-06-20,03:15,50,12,0,0,0,0,71.94 | 1001 | 0,6,4,0
2024-06-20,03:20,52,10,0,0,1,0,71.6 | 1001 | 0,6,4,0
2024-06-20,03:25,53,10,0,0,0,0,71.6 | 1001 | 0,6,4,0
2024-06-20,03:30,60,13,0,0,0,0,71.38 | 1001 | 0,6,4,0
2024-06-20,03:35,60,15,3,0,0,0,71.6 | 1100 | 0,6,4,0
2024-06-20,03:40,61,8,3,0,0,0,71.38 | 1100 | 0,6,4,0
2024-06-20,03:45,62,3,3,0,0,0,71.26 | 1100 | 0,6,4,0
2024-06-20,03:50,63,2,1,0,0,0,71.04 | 1100 | 0,6,4,0
2024-06-20,03:55,64,3,1,0,1,0,70.93 | 1100 | 0,6,4,0
2024-06-20,04:00,73,2,1,0,1,0,70.93 | 1100 | 0,6,4,0
2024-06-20,04:05,109,2,1,0,1,1,70.7 | 1100 | 0,6,4,0
2024-06-20,04:10,131,2,5,0,1,2,70.7 | 1100 | 0,6,4,0
2024-06-20,04:15,148,3,1,1,1,0,70.47 | 1101 | 0,6,4,0
2024-06-20,04:20,149,2,2,1,1,2,70.36 | 1101 | 0,6,4,0
2024-06-20,04:25,161,4,1,1,1,2,70.36 | 1101 | 0,6,4,0
2024-06-20,04:30,175,3,1,1,1,1,70.14 | 1101 | 0,6,4,0
2024-06-20,04:35,175,2,1,1,2,2,70.14 | 1101 | 0,6,4,0
2024-06-20,04:40,178,3,1,2,2,3,70.03 | 1102 | 0,6,4,0
2024-06-20,04:45,182,3,2,2,2,1,70.03 | 1001 | 0,6,4,0
2024-06-20,04:50,195,4,3,3,2,3,70.36 | 1100 | 0,6,4,0
2024-06-20,04:55,199,4,3,4,2,2,70.36 | 1100 | 0,6,4,0
2024-06-20,05:00,201,3,5,1,2,1,70.14 | 1100 | 0,6,4,0
2024-06-20,05:05,202,2,5,8,2,2,70.14 | 1100 | 0,6,4,0
2024-06-20,05:10,275,3,7,3,1,1,70.03 | 1100 | 0,6,4,0
2024-06-20,05:15,301,4,4,9,2,1,70.03 | 1100 | 0,6,4,0
2024-06-20,05:20,319,5,5,5,2,2,69.8 | 1100 | 0,6,4,0
2024-06-20,05:25,331,5,7,3,4,1,69.58 | 1100 | 0,6,4,0
2024-06-20,05:30,362,5,12,4,5,3,69.58 | 1100 | 0,6,4,0
2024-06-20,05:35,378,7,13,7,4,2,70.14 | 1000 | 0,6,4,0
2024-06-20,05:40,396,9,12,8,6,1,70.03 | 1000 | 0,6,4,0
2024-06-20,05:45,403,10,11,6,7,2,69.8 | 1000 | 0,6,4,0
2024-06-20,05:50,406,12,11,5,10,2,69.8 | 1000 | 0,6,4,0
2024-06-20,05:55,417,11,10,7,11,2,69.58 | 1000 | 0,6,4,0
2024-06-20,06:00,439,12,14,6,12,2,69.58 | 1000 | 0,6,4,0
2024-06-20,06:05,456,13,14,10,12,4,69.46 | 1000 | 0,6,4,0
2024-06-20,06:10,482,15,16,6,14,2,69.46 | 1000 | 0,6,4,0
2024-06-20,06:15,490,15,16,9,13,1,69.46 | 1000 | 0,6,4,0
2024-06-20,06:20,499,14,13,14,11,2,69.58 | 1000 | 0,6,4,0
2024-06-20,06:25,507,14,15,14,8,4,69.58 | 1000 | 0,6,4,0
2024-06-20,06:30,520,13,17,8,7,4,70.03 | 1000 | 0,6,4,0
2024-06-20,06:35,534,13,16,17,7,3,70.03 | 1000 | 0,6,4,0
2024-06-20,06:40,552,11,23,12,7,2,70.03 | 1000 | 0,6,4,0
2024-06-20,06:45,578,11,21,11,7,3,70.03 | 1000 | 0,6,4,0
2024-06-20,06:50,611,13,18,11,6,5,70.03 | 1000 | 0,6,4,0
2024-06-20,06:55,637,13,16,17,5,5,69.8 | 1000 | 0,6,4,0
2024-06-20,07:00,684,11,16,14,5,7,69.8 | 1000 | 0,6,4,0
2024-06-20,07:05,695,10,25,20,5,10,69.8 | 1000 | 0,6,4,0
2024-06-20,07:10,713,10,27,19,6,9,69.8 | 1000 | 0,6,4,0
2024-06-20,07:15,731,9,22,14,7,9,70.03 | 1000 | 0,6,4,0
2024-06-20,07:20,745,9,19,25,8,9,70.03 | 1000 | 0,6,4,0
2024-06-20,07:25,762,9,15,24,9,10,70.93 | 1000 | 0,6,4,0
2024-06-20,07:30,778,8,16,19,12,12,71.26 | 1000 | 0,6,4,0
2024-06-20,07:35,784,8,17,14,13,13,71.26 | 1000 | 0,6,4,0
2024-06-20,07:40,794,8,16,10,13,15,71.83 | 1000 | 0,6,4,0
2024-06-20,07:45,806,9,14,13,10,16,72.72 | 1000 | 0,6,4,0
2024-06-20,07:50,809,12,16,11,11,16,72.72 | 1000 | 0,6,4,0
2024-06-20,07:55,812,13,13,11,8,15,73.18 | 1000 | 0,6,4,0
2024-06-20,08:00,849,11,12,7,7,15,73.4 | 1000 | 0,6,4,0
2024-06-20,08:05,870,10,11,11,9,13,73.4 | 1000 | 0,6,4,0
2024-06-20,08:10,885,10,14,14,10,13,73.96 | 1000 | 0,6,4,0
2024-06-20,08:15,909,11,13,10,10,14,74.08 | 1000 | 0,6,4,0
2024-06-20,08:20,919,10,11,7,11,13,74.08 | 1000 | 0,6,4,0
2024-06-20,08:25,927,8,12,5,9,13,74.08 | 1000 | 0,6,4,0
2024-06-20,08:30,937,8,10,8,10,15,74.97 | 1000 | 0,6,4,0
2024-06-20,08:35,939,6,10,11,11,16,74.97 | 1000 | 0,6,4,0
2024-06-20,08:40,942,7,8,11,12,17,75.2 | 1101 | 0,6,4,0
2024-06-20,08:45,954,7,10,12,13,16,75.88 | 1100 | 0,6,4,0
2024-06-20,08:50,970,10,6,8,10,13,75.88 | 1100 | 0,6,4,0
2024-06-20,08:55,986,11,5,4,8,10,75.88 | 1100 | 0,6,4,0
2024-06-20,09:00,1020,8,7,7,7,9,76.44 | 1100 | 0,6,4,0
2024-06-20,09:05,999,7,11,6,7,8,76.44 | 1100 | 0,6,4,0
2024-06-20,09:10,998,7,11,2,5,6,77.34 | 1000 | 0,6,4,0
2024-06-20,09:15,1028,10,8,11,4,5,77.56 | 1000 | 0,6,4,0
2024-06-20,09:20,1032,9,5,14,3,3,77.56 | 1000 | 0,6,4,0
2024-06-20,09:25,1052,8,4,14,4,2,77.9 | 1000 | 0,6,4,0
2024-06-20,09:30,1062,7,3,8,4,2,78.46 | 1000 | 0,6,4,0
2024-06-20,09:35,1061,6,2,3,3,1,78.46 | 1000 | 0,6,4,0
2024-06-20,09:40,1078,5,2,6,2,1,78.58 | 1000 | 0,6,4,0
2024-06-20,09:45,1085,4,2,7,2,1,79.47 | 1000 | 0,6,4,0
2024-06-20,09:50,1089,4,10,10,2,2,79.7 | 1000 | 0,6,4,0
2024-06-20,09:55,1101,6,8,8,2,2,79.7 | 1000 | 0,6,4,0
2024-06-20,10:00,1160,5,6,10,3,2,79.7 | 1000 | 0,6,4,0
2024-06-20,10:05,1158,5,5,3,3,4,80.6 | 1000 | 0,6,4,0
2024-06-20,10:10,1145,4,10,4,3,6,80.83 | 1000 | 0,6,4,0
2024-06-20,10:15,1134,4,9,12,3,6,80.94 | 1000 | 0,6,4,0
2024-06-20,10:20,1126,6,9,10,2,5,81.28 | 1000 | 0,6,4,0
2024-06-20,10:25,1124,5,7,13,2,4,81.5 | 1000 | 0,6,4,0
2024-06-20,10:30,1146,5,5,5,2,3,80.38 | 1100 | 0,6,4,0
2024-06-20,10:35,1150,6,0,7,2,3,80.6 | 1100 | 0,6,4,0
2024-06-20,10:40,1177,5,2,16,3,5,80.94 | 1100 | 0,6,4,0
2024-06-20,10:45,1198,3,7,8,3,3,81.28 | 1100 | 0,6,4,0
2024-06-20,10:50,1205,4,7,6,2,2,81.5 | 1100 | 0,6,4,0
2024-06-20,10:55,1218,3,7,7,2,1,81.84 | 1100 | 0,6,4,0
2024-06-20,11:00,1252,4,6,3,4,3,82.06 | 1100 | 0,6,4,0
2024-06-20,11:05,1254,4,6,6,5,2,82.4 | 1100 | 0,6,4,0
2024-06-20,11:10,1274,3,3,2,5,2,82.63 | 1100 | 0,6,4,0
2024-06-20,11:15,1214,3,5,1,4,1,82.63 | 1100 | 0,6,4,0
2024-06-20,11:20,1210,3,9,1,2,2,83.08 | 1100 | 0,6,4,0
2024-06-20,11:25,1227,2,10,2,2,2,83.3 | 1100 | 0,6,4,0
2024-06-20,11:30,1218,4,7,2,3,2,83.53 | 1100 | 0,6,4,0
2024-06-20,11:35,1211,6,2,7,5,1,83.08 | 1100 | 0,6,4,0
2024-06-20,11:40,1211,5,2,3,5,2,83.3 | 1100 | 0,6,4,0
2024-06-20,11:45,1207,6,12,2,6,2,83.53 | 1100 | 0,6,4,0
2024-06-20,11:50,1212,7,7,9,5,3,83.86 | 1100 | 0,6,4,0
2024-06-20,11:55,1235,8,6,9,6,3,83.98 | 1100 | 0,6,4,0
2024-06-20,12:00,1235,7,4,4,6,4,84.2 | 1100 | 0,6,4,0
2024-06-20,12:05,1246,7,2,1,5,3,84.43 | 1100 | 0,6,4,0
2024-06-20,12:10,1248,6,2,1,6,4,84.54 | 1100 | 0,6,4,0
2024-06-20,12:15,1280,5,6,1,5,6,84.54 | 1100 | 0,6,4,0
2024-06-20,12:20,1299,5,7,2,5,8,84.54 | 1100 | 0,6,4,0
2024-06-20,12:25,1330,5,4,1,5,11,84.88 | 1100 | 0,6,4,0
2024-06-20,12:30,1352,4,4,4,4,10,85.1 | 1100 | 0,6,4,0
2024-06-20,12:35,1369,5,3,2,5,11,85.33 | 1100 | 0,6,4,0
2024-06-20,12:40,1403,7,4,1,8,11,85.44 | 1100 | 0,6,4,0
2024-06-20,12:45,1413,6,3,6,9,13,85.66 | 1100 | 0,6,4,0
2024-06-20,12:50,1388,8,1,3,10,11,85.66 | 1100 | 0,6,4,0
2024-06-20,12:55,1379,6,4,1,11,13,85.66 | 1100 | 0,6,4,0
2024-06-20,13:00,1368,4,14,0,10,15,86 | 1100 | 0,6,4,0
2024-06-20,13:05,1337,6,11,0,9,16,86.23 | 1100 | 0,6,4,0
2024-06-20,13:10,1337,6,10,1,8,16,86.34 | 1100 | 0,6,4,0
2024-06-20,13:15,1339,7,6,12,7,17,86.56 | 1100 | 0,6,4,0
2024-06-20,13:20,1354,9,6,7,6,17,86.68 | 1100 | 0,6,4,0
2024-06-20,13:25,1367,10,8,3,7,17,86.9 | 1100 | 0,6,4,0
2024-06-20,13:30,1397,11,5,2,9,16,87.13 | 1100 | 0,6,4,0
2024-06-20,13:35,1419,11,5,8,11,18,87.24 | 1100 | 0,6,4,0
2024-06-20,13:40,1433,10,8,18,13,18,87.46 | 1100 | 0,6,4,0
2024-06-20,13:45,1455,11,8,17,11,16,86.34 | 1100 | 0,6,4,0
2024-06-20,13:50,1456,12,6,7,10,16,86.56 | 1100 | 0,6,4,0
2024-06-20,13:55,1465,13,7,5,10,16,86.68 | 1100 | 0,6,4,0
2024-06-20,14:00,1526,13,10,2,9,16,86.68 | 1100 | 0,6,4,0
2024-06-20,14:05,1491,12,8,20,9,15,86.9 | 1100 | 0,6,4,0
2024-06-20,14:10,1482,14,9,12,9,14,87.13 | 1100 | 0,6,4,0
2024-06-20,14:15,1479,13,14,11,9,14,87.13 | 1100 | 0,6,4,0
2024-06-20,14:20,1486,13,10,12,9,11,87.24 | 1100 | 0,6,4,0
2024-06-20,14:25,1508,14,8,9,9,10,87.24 | 1100 | 0,6,4,0
2024-06-20,14:30,1532,13,7,5,9,9,87.46 | 1100 | 0,6,4,0
2024-06-20,14:35,1547,13,10,5,7,9,88.14 | 1100 | 0,6,4,0
2024-06-20,14:40,1571,11,13,2,6,8,88.14 | 1100 | 0,6,4,0
2024-06-20,14:45,1587,13,10,5,5,8,88.14 | 1100 | 0,6,4,0
2024-06-20,14:50,1613,12,7,4,5,8,88.36 | 1100 | 0,6,4,0
2024-06-20,14:55,1638,12,7,6,5,7,88.48 | 1000 | 0,6,4,0
2024-06-20,15:00,1710,10,9,6,6,6,88.48 | 1000 | 0,6,4,0
2024-06-20,15:05,1719,10,7,4,6,6,88.93 | 1000 | 0,6,4,0
2024-06-20,15:10,1742,12,6,6,6,7,88.93 | 1000 | 0,6,4,0
2024-06-20,15:15,1745,11,8,1,6,7,88.93 | 1000 | 0,6,4,0
2024-06-20,15:20,1743,10,11,1,5,9,88.93 | 1100 | 0,6,4,0
2024-06-20,15:25,1741,9,7,3,6,9,88.93 | 1100 | 0,6,4,0
2024-06-20,15:30,1745,9,3,1,7,10,87.46 | 1100 | 0,6,4,0
2024-06-20,15:35,1744,7,8,6,5,10,87.46 | 1100 | 0,6,4,0
2024-06-20,15:40,1759,5,10,2,4,11,87.46 | 1100 | 0,6,4,0
2024-06-20,15:45,1750,6,5,4,4,16,87.46 | 1100 | 0,6,4,0
2024-06-20,15:50,1761,8,2,7,3,13,87.46 | 1100 | 0,6,4,0
2024-06-20,15:55,1772,5,4,7,3,10,87.46 | 1100 | 0,6,4,0
2024-06-20,16:00,1755,4,11,5,3,11,87.46 | 1100 | 0,6,4,0
2024-06-20,16:05,1736,8,9,2,3,11,87.46 | 1100 | 0,6,4,0
2024-06-20,16:10,1728,10,6,2,2,8,87.46 | 1100 | 0,6,4,0
2024-06-20,16:15,1721,8,5,1,3,6,87.58 | 1100 | 0,6,4,0
2024-06-20,16:20,1719,4,9,7,3,7,87.58 | 1100 | 0,6,4,0
2024-06-20,16:25,1739,3,15,12,2,8,87.8 | 1100 | 0,6,4,0
2024-06-20,16:30,1753,4,14,12,3,8,87.8 | 1100 | 0,6,4,0
2024-06-20,16:35,1766,5,10,9,3,9,87.8 | 1100 | 0,6,4,0
2024-06-20,16:40,1783,4,5,10,3,10,87.8 | 1100 | 0,6,4,0
2024-06-20,16:45,1750,5,1,4,3,10,87.8 | 1100 | 0,6,4,0
2024-06-20,16:50,1798,5,1,3,3,12,87.8 | 1100 | 0,6,4,0
2024-06-20,16:55,1829,6,1,1,2,10,87.8 | 1100 | 0,6,4,0
2024-06-20,17:00,1890,3,1,5,3,8,87.8 | 1100 | 0,6,4,0
2024-06-20,17:05,1890,2,2,14,2,10,87.8 | 1100 | 0,6,4,0
2024-06-20,17:10,1889,5,2,6,2,9,88.03 | 1100 | 0,6,4,0
2024-06-20,17:15,1881,4,2,2,3,6,88.03 | 1100 | 0,6,4,0
2024-06-20,17:20,1875,4,2,1,3,5,88.03 | 1100 | 0,6,4,0
2024-06-20,17:25,1864,5,4,1,2,5,88.14 | 1100 | 0,6,4,0
2024-06-20,17:30,1874,5,6,1,2,5,88.14 | 1100 | 0,6,4,0
2024-06-20,17:35,1881,5,14,4,2,4,87.58 | 1100 | 0,6,4,0
2024-06-20,17:40,1876,7,10,1,2,4,87.8 | 1100 | 0,6,4,0
2024-06-20,17:45,1879,11,8,2,2,3,87.8 | 1100 | 0,6,4,0
2024-06-20,17:50,1917,12,8,13,2,3,87.8 | 1100 | 0,6,4,0
2024-06-20,18:05,1981,12,22,5,2,4,88.03 | 1000 | 0,6,4,0
2024-06-20,18:10,2032,15,21,13,2,4,87.8 | 1000 | 0,6,4,0
2024-06-20,18:15,2042,19,19,11,2,4,87.8 | 1000 | 0,6,4,0
2024-06-20,18:20,2072,21,13,12,2,4,87.8 | 1000 | 0,6,4,0
2024-06-20,18:25,2066,19,13,7,2,4,87.58 | 1000 | 0,6,4,0
2024-06-20,18:30,2066,13,16,14,3,3,87.58 | 1000 | 0,6,4,0
2024-06-20,18:35,2088,12,17,10,5,3,87.46 | 1000 | 0,6,4,0
2024-06-20,18:40,2045,10,16,7,4,2,87.46 | 1000 | 0,6,4,0
2024-06-20,18:45,2031,9,13,5,5,2,86.68 | 1100 | 0,6,4,0
2024-06-20,18:50,2016,11,10,6,5,3,86.56 | 1100 | 0,6,4,0
2024-06-20,18:55,2022,10,9,8,5,3,86.56 | 1100 | 0,6,4,0
2024-06-20,19:00,2064,10,6,3,4,3,86.34 | 1100 | 0,6,4,0
2024-06-20,19:05,2076,8,5,1,3,4,86.34 | 1100 | 0,6,4,0
2024-06-20,19:10,2081,7,7,12,2,5,86.23 | 1100 | 0,6,4,0
2024-06-20,19:15,2074,8,5,12,1,4,86.23 | 1100 | 0,6,4,0
2024-06-20,19:20,2063,7,5,12,2,5,86 | 1100 | 0,6,4,0
2024-06-20,19:25,2065,6,7,6,2,7,85.78 | 1100 | 0,6,4,0
2024-06-20,19:30,2104,8,10,7,2,6,85.78 | 1000 | 0,6,4,0
2024-06-20,19:35,2081,14,8,4,2,6,86.23 | 1101 | 0,6,4,0
2024-06-20,19:40,2099,15,7,12,3,7,86 | 1101 | 0,6,4,0
2024-06-20,19:45,2119,14,8,26,2,7,85.78 | 1101 | 0,6,4,0
2024-06-20,19:50,2155,18,10,23,1,8,85.66 | 1101 | 0,6,4,0
2024-06-20,19:55,2236,16,13,18,1,9,85.44 | 1101 | 0,6,4,0
2024-06-20,20:00,2276,17,13,11,2,13,85.33 | 1101 | 0,6,4,0
2024-06-20,20:05,2261,16,15,5,1,15,85.33 | 1101 | 0,6,4,0
2024-06-20,20:10,2278,18,15,8,1,15,85.1 | 1101 | 0,6,4,0
2024-06-20,20:15,2260,19,14,5,3,13,84.88 | 1101 | 0,6,4,0
