Date, Time of Scrape, Flight Zoning, MC, NC, LNC, SPOC, INTLC, Weather, Month, Day of Week, Holiday
2024-06-29,14:35,1332,11,11,3,4,8,90.73 | 1101 | 0,6,6,0
2024-06-29,14:40,1351,11,11,1,5,7,90.73 | 1102 | 0,6,6,0
2024-06-29,14:45,1375,13,8,1,5,5,90.84 | 1102 | 0,6,6,0
2024-06-29,14:50,1418,9,7,1,4,5,90.84 | 1001 | 0,6,6,0
2024-06-29,14:55,1451,7,7,3,2,5,90.84 | 1001 | 0,6,6,0
2024-06-29,15:00,1505,8,5,2,2,3,90.84 | 1001 | 0,6,6,0
2024-06-29,15:05,1514,9,5,19,2,2,91.06 | 1001 | 0,6,6,0
2024-06-29,15:10,1529,7,9,15,2,2,91.18 | 1001 | 0,6,6,0
2024-06-29,15:15,1538,6,10,14,2,3,91.18 | 1001 | 0,6,6,0
2024-06-29,15:20,1528,7,8,17,2,2,91.4 | 1001 | 0,6,6,0
2024-06-29,15:25,1530,7,7,12,2,5,91.4 | 1001 | 0,6,6,0
2024-06-29,15:30,1551,8,8,8,2,4,86.23 | 1102 | 0,6,6,0
2024-06-29,15:35,1563,9,7,7,2,5,86.23 | 1102 | 0,6,6,0
2024-06-29,15:40,1581,9,6,2,1,4,85.33 | 1102 | 0,6,6,0
2024-06-29,15:45,1589,7,7,1,3,3,83.53 | 1001 | 0,6,6,0
2024-06-29,15:50,1600,6,6,1,1,5,82.63 | 1001 | 0,6,6,0
2024-06-29,15:55,1597,6,3,1,1,7,81.72 | 1001 | 0,6,6,0
2024-06-29,16:00,1587,6,4,1,1,7,80.83 | 1001 | 0,6,6,0
2024-06-29,16:05,1581,4,11,0,3,7,79.93 | 1001 | 0,6,6,0
2024-06-29,16:10,1572,7,10,2,2,5,80.04 | 1001 | 0,6,6,0
2024-06-29,16:15,1565,15,6,0,2,4,80.04 | 1001 | 0,6,6,0
2024-06-29,16:20,1577,13,4,0,1,6,80.04 | 1001 | 0,6,6,0
2024-06-29,16:25,1614,8,8,4,1,6,80.26 | 1001 | 0,6,6,0
2024-06-29,16:30,1644,7,9,5,2,4,80.26 | 1001 | 0,6,6,0
2024-06-29,16:35,1664,8,11,8,1,5,80.38 | 4200 | 5,6,6,0
2024-06-29,16:40,1687,9,11,5,2,5,80.38 | 1001 | 0,6,6,0
2024-06-29,16:45,1657,10,5,4,3,5,87.58 | 1102 | 0,6,6,0
2024-06-29,16:50,1697,8,6,3,2,4,87.24 | 4000 | 5,6,6,0
2024-06-29,16:55,1728,6,5,8,2,3,86.9 | 1001 | 0,6,6,0
2024-06-29,17:00,1742,7,9,3,2,3,86.68 | 1001 | 0,6,6,0
2024-06-29,17:05,1743,8,7,1,1,4,86.56 | 1001 | 0,6,6,0
2024-06-29,17:10,1728,7,5,1,2,5,86.56 | 1001 | 0,6,6,0
2024-06-29,17:15,1724,6,8,2,1,5,86.68 | 1001 | 0,6,6,0
2024-06-29,17:20,1721,5,9,8,2,4,86.68 | 1001 | 0,6,6,0
2024-06-29,17:25,1711,5,9,2,2,4,86.68 | 1001 | 0,6,6,0
2024-06-29,17:30,1694,5,5,5,2,5,80.04 | 1001 | 0,6,6,0
2024-06-29,17:35,1705,6,3,2,2,3,79.93 | 1001 | 0,6,6,0
2024-06-29,17:40,1700,11,8,1,2,2,79.47 | 1001 | 0,6,6,0
2024-06-29,17:45,1690,11,11,4,2,2,79.14 | 1001 | 0,6,6,0
2024-06-29,17:50,1705,10,15,14,2,5,78.8 | 1001 | 0,6,6,0
2024-06-29,18:05,1700,11,12,6,2,6,77.9 | 1001 | 0,6,6,0
2024-06-29,18:10,1718,13,5,8,2,6,78.13 | 1001 | 0,6,6,0
2024-06-29,18:15,1716,9,3,26,3,7,78.24 | 1001 | 0,6,6,0
2024-06-29,18:20,1711,8,7,21,2,5,78.24 | 1001 | 0,6,6,0
2024-06-29,18:25,1696,6,7,14,2,6,78.46 | 1001 | 0,6,6,0
2024-06-29,18:30,1688,5,3,6,2,8,78.58 | 1001 | 0,6,6,0
2024-06-29,18:35,1709,6,3,4,2,11,78.8 | 1001 | 0,6,6,0
2024-06-29,18:40,1692,7,2,2,2,11,82.4 | 1102 | 0,6,6,0
2024-06-29,18:45,1681,5,4,2,2,7,82.4 | 1001 | 0,6,6,0
2024-06-29,18:50,1666,2,15,1,2,5,82.18 | 1001 | 0,6,6,0
2024-06-29,18:55,1684,2,12,1,2,6,82.18 | 1001 | 0,6,6,0
2024-06-29,19:00,1719,3,8,8,2,5,82.06 | 1001 | 0,6,6,0
2024-06-29,19:05,1719,5,3,4,2,6,82.06 | 1001 | 0,6,6,0
2024-06-29,19:10,1708,6,1,3,3,9,82.06 | 1001 | 0,6,6,0
2024-06-29,19:15,1715,3,1,6,3,9,82.06 | 1001 | 0,6,6,0
2024-06-29,19:20,1704,2,5,5,1,7,82.06 | 1001 | 0,6,6,0
2024-06-29,19:25,1712,2,2,4,2,6,82.06 | 1001 | 0,6,6,0
2024-06-29,19:30,1766,2,1,1,2,5,81.84 | 1001 | 0,6,6,0
2024-06-29,19:35,1752,3,3,1,2,6,81.84 | 1102 | 0,6,6,0
2024-06-29,19:40,1790,4,1,1,2,7,80.26 | 1001 | 0,6,6,0
2024-06-29,19:45,1821,7,5,4,2,8,80.04 | 1001 | 0,6,6,0
2024-06-29,19:50,1853,10,4,5,2,9,79.93 | 1001 | 0,6,6,0
2024-06-29,19:55,1947,10,1,1,2,9,79.7 | 1001 | 0,6,6,0
2024-06-29,20:00,1993,7,4,3,2,8,79.47 | 1001 | 0,6,6,0
2024-06-29,20:05,1985,2,6,2,1,12,79.14 | 1001 | 0,6,6,0
2024-06-29,20:10,1992,3,7,1,1,14,79.36 | 1001 | 0,6,6,0
2024-06-29,20:15,1982,6,5,4,2,15,79.36 | 1001 | 0,6,6,0
2024-06-29,20:20,1958,10,2,1,2,14,79.36 | 1001 | 0,6,6,0
2024-06-29,20:25,1957,8,1,1,2,15,79.36 | 1001 | 0,6,6,0
2024-06-29,20:30,1949,3,3,2,2,12,79.36 | 1001 | 0,6,6,0
2024-06-29,20:35,1947,5,5,1,2,12,79.36 | 1001 | 0,6,6,0
2024-06-29,20:40,1942,7,3,1,2,14,79.14 | 1000 | 0,6,6,0
2024-06-29,20:45,1938,5,1,2,2,10,79.14 | 1000 | 0,6,6,0
2024-06-29,20:50,1873,3,3,2,1,7,79.03 | 1000 | 0,6,6,0
2024-06-29,20:55,1856,3,1,1,1,5,79.03 | 1000 | 0,6,6,0
2024-06-29,21:00,0,3,1,1,2,4,78.8 | 1000 | 0,6,6,0
2024-06-29,21:05,1720,3,1,1,1,2,78.8 | 1000 | 0,6,6,0
2024-06-29,21:10,1687,4,2,1,1,2,78.58 | 1000 | 0,6,6,0
2024-06-29,21:15,1668,5,1,1,1,5,78.58 | 1000 | 0,6,6,0
2024-06-29,21:20,1662,1,2,1,2,2,78.46 | 1000 | 0,6,6,0
2024-06-29,21:25,1633,5,1,1,1,2,78.46 | 1000 | 0,6,6,0
2024-06-29,21:30,1611,1,1,1,0,2,78.46 | 1000 | 0,6,6,0
2024-06-29,21:35,1584,2,1,1,0,3,78.24 | 1000 | 0,6,6,0
2024-06-29,21:40,1553,3,1,1,0,3,78.24 | 1100 | 0,6,6,0
2024-06-29,21:45,1528,2,2,1,0,1,78.13 | 1100 | 0,6,6,0
2024-06-29,21:50,1509,4,1,1,0,1,78.13 | 1100 | 0,6,6,0
2024-06-29,21:55,1503,3,1,1,0,2,77.9 | 1100 | 0,6,6,0
2024-06-29,22:00,1476,2,1,1,0,1,77.9 | 1100 | 0,6,6,0
2024-06-29,22:05,1467,4,1,1,0,1,77.68 | 1101 | 0,6,6,0
2024-06-29,22:10,1461,2,1,1,0,3,77.68 | 1100 | 0,6,6,0
2024-06-29,22:15,1460,2,1,1,0,1,77.68 | 1100 | 0,6,6,0
2024-06-29,22:20,1460,2,1,1,0,1,77.56 | 1100 | 0,6,6,0
2024-06-29,22:25,1448,1,1,1,0,1,77.56 | 1100 | 0,6,6,0
2024-06-29,22:30,1404,2,1,1,0,2,76.78 | 1000 | 0,6,6,0
2024-06-29,22:35,1357,5,1,1,0,3,76.66 | 1000 | 0,6,6,0
2024-06-29,22:40,1323,1,1,1,0,1,76.66 | 1000 | 0,6,6,0
2024-06-29,22:45,1305,0,1,1,0,1,76.44 | 1000 | 0,6,6,0
2024-06-29,22:50,1263,1,1,1,0,2,76.44 | 1000 | 0,6,6,0
2024-06-29,22:55,1205,1,1,1,0,2,76.33 | 1000 | 0,6,6,0
2024-06-29,23:00,1155,1,1,1,0,2,76.33 | 1000 | 0,6,6,0
2024-06-29,23:05,1142,1,1,1,0,1,76.1 | 1000 | 0,6,6,0
2024-06-29,23:10,1130,1,1,1,0,1,76.1 | 1000 | 0,6,6,0
2024-06-29,23:15,1115,2,1,1,0,1,76.1 | 1000 | 0,6,6,0
2024-06-29,23:20,1108,1,1,1,0,2,76.1 | 1000 | 0,6,6,0
2024-06-29,23:25,1096,2,1,1,1,1,76.1 | 1000 | 0,6,6,0
2024-06-29,23:30,1089,2,1,1,0,2,75.88 | 1000 | 0,6,6,0
2024-06-29,23:35,1062,1,1,1,0,2,76.78 | 1101 | 0,6,6,0
2024-06-29,23:40,1058,1,1,1,0,2,77 | 1101 | 0,6,6,0
2024-06-29,23:45,1058,1,1,1,0,2,77 | 1102 | 0,6,6,0
2024-06-29,23:50,1032,2,1,1,0,0,77 | 1102 | 0,6,6,0
2024-06-29,23:55,1006,2,1,1,0,0,77 | 1001 | 0,6,6,0
2024-06-30,00:15,879,1,1,1,0,0,76.78 | 1001 | 0,6,7,0
2024-06-30,00:20,853,1,1,1,0,0,76.78 | 1001 | 0,6,7,0
2024-06-30,00:25,838,1,1,1,0,0,76.78 | 1001 | 0,6,7,0
2024-06-30,00:30,817,1,1,1,0,0,76.66 | 1102 | 0,6,7,0
2024-06-30,00:35,778,1,1,1,0,0,76.66 | 1102 | 0,6,7,0
2024-06-30,00:40,764,1,1,1,0,0,76.44 | 1100 | 0,6,7,0
2024-06-30,00:45,763,1,1,1,0,0,76.33 | 1100 | 0,6,7,0
2024-06-30,00:50,733,0,1,1,0,0,76.33 | 1000 | 0,6,7,0
2024-06-30,00:55,721,1,1,1,0,0,76.33 | 1000 | 0,6,7,0
2024-06-30,01:00,656,0,1,1,0,0,76.33 | 1000 | 0,6,7,0
2024-06-30,01:05,625,1,1,1,0,0,76.33 | 1000 | 0,6,7,0
2024-06-30,01:10,605,3,1,1,0,0,76.1 | 1100 | 0,6,7,0
2024-06-30,01:15,597,0,1,1,0,0,76.1 | 1100 | 0,6,7,0
2024-06-30,01:20,590,1,1,1,0,0,76.1 | 1100 | 0,6,7,0
2024-06-30,01:25,589,1,1,1,0,0,76.1 | 1100 | 0,6,7,0
2024-06-30,01:30,519,1,1,1,0,0,76.1 | 1101 | 0,6,7,0
2024-06-30,01:35,459,0,1,1,0,0,76.33 | 1100 | 0,6,7,0
2024-06-30,01:40,418,1,1,1,0,1,76.33 | 1100 | 0,6,7,0
2024-06-30,01:45,346,1,1,1,0,2,76.33 | 1100 | 0,6,7,0
2024-06-30,01:50,299,1,1,1,0,1,76.33 | 1100 | 0,6,7,0
2024-06-30,01:55,220,1,1,1,0,0,76.1 | 1100 | 0,6,7,0
2024-06-30,02:00,135,1,1,1,0,0,76.1 | 1100 | 0,6,7,0
2024-06-30,02:05,86,7,1,1,0,0,76.1 | 1000 | 0,6,7,0
2024-06-30,02:10,57,3,1,1,0,1,76.1 | 1100 | 0,6,7,0
2024-06-30,02:15,52,2,1,1,0,2,76.1 | 1100 | 0,6,7,0
2024-06-30,02:20,50,1,1,1,0,2,76.1 | 1100 | 0,6,7,0
2024-06-30,02:25,51,0,1,1,0,0,76.1 | 1100 | 0,6,7,0
2024-06-30,02:30,53,2,1,1,0,2,75.88 | 1100 | 0,6,7,0
2024-06-30,02:35,45,5,1,1,0,0,76.33 | 1102 | 0,6,7,0
2024-06-30,02:40,39,2,1,1,0,0,76.33 | 1102 | 0,6,7,0
2024-06-30,02:45,39,2,1,1,0,1,76.33 | 1102 | 0,6,7,0
2024-06-30,02:50,15,5,1,1,0,1,76.33 | 1102 | 0,6,7,0
2024-06-30,02:55,15,8,1,1,0,1,76.1 | 1102 | 0,6,7,0
2024-06-30,03:00,30,9,1,1,1,1,76.1 | 1102 | 0,6,7,0
2024-06-30,03:05,32,8,1,1,1,1,76.1 | 1102 | 0,6,7,0
2024-06-30,03:10,33,11,1,1,1,2,75.88 | 1102 | 0,6,7,0
2024-06-30,03:15,34,13,3,1,1,2,75.88 | 1101 | 0,6,7,0
2024-06-30,03:20,36,11,0,1,1,2,75.88 | 1101 | 0,6,7,0
2024-06-30,03:25,37,9,0,1,1,2,75.76 | 1101 | 0,6,7,0
2024-06-30,03:30,42,13,0,1,0,1,75.76 | 1101 | 0,6,7,0
2024-06-30,03:35,43,15,1,1,0,1,76.33 | 1000 | 0,6,7,0
2024-06-30,03:40,44,11,4,1,0,1,76.33 | 1000 | 0,6,7,0
2024-06-30,03:45,47,9,1,1,0,1,76.33 | 1000 | 0,6,7,0
2024-06-30,03:50,48,10,1,0,1,1,76.1 | 1000 | 0,6,7,0
2024-06-30,03:55,49,9,3,0,1,1,76.1 | 1000 | 0,6,7,0
2024-06-30,04:00,60,7,3,0,1,1,76.1 | 1000 | 0,6,7,0
2024-06-30,04:05,87,4,5,0,2,1,76.1 | 1000 | 0,6,7,0
2024-06-30,04:10,91,3,4,3,1,1,75.88 | 1000 | 0,6,7,0
2024-06-30,04:15,107,3,8,3,1,1,75.88 | 1000 | 0,6,7,0
2024-06-30,04:20,108,4,4,3,1,1,75.88 | 1000 | 0,6,7,0
2024-06-30,04:25,114,5,3,7,2,2,75.88 | 1000 | 0,6,7,0
2024-06-30,04:30,125,3,6,2,2,2,75.88 | 1000 | 0,6,7,0
2024-06-30,04:35,125,3,9,1,2,2,75.88 | 1000 | 0,6,7,0
2024-06-30,04:40,125,4,11,0,2,1,75.88 | 1000 | 0,6,7,0
2024-06-30,04:45,127,5,18,0,3,2,75.88 | 1000 | 0,6,7,0
2024-06-30,04:50,134,3,19,1,2,2,75.76 | 1000 | 0,6,7,0
2024-06-30,04:55,138,3,15,4,2,2,75.76 | 1000 | 0,6,7,0
2024-06-30,05:00,139,3,13,5,2,2,75.54 | 1000 | 0,6,7,0
2024-06-30,05:05,139,4,14,4,3,1,75.54 | 1000 | 0,6,7,0
2024-06-30,05:10,191,8,14,1,2,2,75.54 | 1000 | 0,6,7,0
2024-06-30,05:15,219,10,10,1,1,3,75.54 | 1000 | 0,6,7,0
2024-06-30,05:20,235,11,4,1,3,3,75.54 | 1000 | 0,6,7,0
2024-06-30,05:25,250,9,3,1,2,2,75.54 | 1000 | 0,6,7,0
2024-06-30,05:30,287,9,2,5,2,3,75.54 | 1000 | 0,6,7,0
2024-06-30,05:35,309,8,7,6,2,2,75.54 | 1000 | 0,6,7,0
2024-06-30,05:40,320,8,11,4,2,1,75.54 | 1000 | 0,6,7,0
2024-06-30,05:45,324,7,12,3,2,3,75.54 | 1000 | 0,6,7,0
2024-06-30,05:50,328,7,11,4,2,1,75.54 | 1000 | 0,6,7,0
2024-06-30,05:55,342,7,13,12,2,3,75.54 | 1000 | 0,6,7,0
2024-06-30,06:00,357,8,14,14,2,3,75.43 | 1000 | 0,6,7,0
2024-06-30,06:05,374,7,14,6,2,3,75.43 | 1000 | 0,6,7,0
2024-06-30,06:10,396,8,10,2,2,1,75.43 | 1000 | 0,6,7,0
2024-06-30,06:15,414,9,7,2,2,2,75.43 | 1000 | 0,6,7,0
2024-06-30,06:20,421,7,6,3,2,2,75.43 | 1000 | 0,6,7,0
2024-06-30,06:25,426,6,6,3,3,2,75.43 | 1000 | 0,6,7,0
2024-06-30,06:30,442,6,7,0,2,2,75.43 | 1000 | 0,6,7,0
2024-06-30,06:35,452,5,6,2,2,2,75.43 | 1000 | 0,6,7,0
2024-06-30,06:40,463,7,8,1,3,3,75.54 | 1000 | 0,6,7,0
2024-06-30,06:45,485,6,9,3,2,2,75.54 | 1000 | 0,6,7,0
2024-06-30,06:50,510,7,12,2,3,2,75.54 | 1000 | 0,6,7,0
2024-06-30,06:55,532,6,16,3,3,4,75.54 | 1000 | 0,6,7,0
2024-06-30,07:00,574,5,22,1,4,4,75.54 | 1000 | 0,6,7,0
2024-06-30,07:05,583,7,21,2,5,5,75.54 | 1000 | 0,6,7,0
2024-06-30,07:10,600,8,25,10,5,4,75.54 | 1000 | 0,6,7,0
2024-06-30,07:15,629,9,24,8,6,5,75.88 | 1000 | 0,6,7,0
2024-06-30,07:20,642,13,15,9,5,5,76.33 | 1000 | 0,6,7,0
2024-06-30,07:25,652,12,16,6,4,6,76.44 | 1000 | 0,6,7,0
2024-06-30,07:30,659,13,15,9,4,5,76.66 | 1000 | 0,6,7,0
2024-06-30,07:35,678,13,18,7,4,5,77 | 1000 | 0,6,7,0
2024-06-30,07:40,685,11,20,8,4,5,77 | 1000 | 0,6,7,0
2024-06-30,07:45,697,9,19,11,5,5,77.34 | 1000 | 0,6,7,0
2024-06-30,07:50,700,9,17,9,4,5,77.56 | 1000 | 0,6,7,0
2024-06-30,07:55,703,9,12,3,5,7,77.9 | 1000 | 0,6,7,0
2024-06-30,08:00,738,10,12,5,4,7,78.13 | 1000 | 0,6,7,0
2024-06-30,08:05,751,11,13,2,3,7,78.24 | 1000 | 0,6,7,0
2024-06-30,08:10,769,8,23,4,4,7,78.46 | 1000 | 0,6,7,0
2024-06-30,08:15,794,8,21,7,4,6,78.8 | 1000 | 0,6,7,0
2024-06-30,08:20,804,9,16,3,4,5,79.03 | 1000 | 0,6,7,0
2024-06-30,08:25,812,8,14,3,3,4,79.03 | 1000 | 0,6,7,0
2024-06-30,08:30,829,6,16,3,2,4,79.47 | 1000 | 0,6,7,0
2024-06-30,08:35,832,6,15,2,3,6,79.93 | 1000 | 0,6,7,0
2024-06-30,08:40,834,6,14,1,2,7,80.04 | 1000 | 0,6,7,0
2024-06-30,08:45,847,4,18,9,2,8,80.38 | 1000 | 0,6,7,0
2024-06-30,08:50,861,6,18,4,3,7,80.6 | 1000 | 0,6,7,0
2024-06-30,08:55,885,7,18,1,3,7,80.83 | 1000 | 0,6,7,0
2024-06-30,09:00,923,6,15,1,3,7,81.16 | 1000 | 0,6,7,0
2024-06-30,09:05,911,7,11,6,4,5,81.28 | 1000 | 0,6,7,0
2024-06-30,09:10,910,7,13,13,4,4,81.72 | 1000 | 0,6,7,0
2024-06-30,09:15,937,9,11,8,4,3,81.84 | 1000 | 0,6,7,0
2024-06-30,09:20,949,10,9,5,5,2,82.18 | 1100 | 0,6,7,0
2024-06-30,09:25,965,11,12,1,4,3,82.4 | 1100 | 0,6,7,0
2024-06-30,09:30,972,12,10,1,4,3,79.14 | 1001 | 0,6,7,0
2024-06-30,09:35,973,10,10,3,4,6,79.36 | 1001 | 0,6,7,0
2024-06-30,09:40,990,12,10,1,4,4,79.47 | 1001 | 0,6,7,0
2024-06-30,09:45,998,12,9,1,3,2,79.47 | 1001 | 0,6,7,0
2024-06-30,09:50,1002,11,8,4,3,1,79.93 | 1001 | 0,6,7,0
2024-06-30,09:55,1009,13,7,1,3,3,80.04 | 1001 | 0,6,7,0
2024-06-30,10:00,1058,11,7,3,3,3,80.26 | 1001 | 0,6,7,0
2024-06-30,10:05,1056,8,9,5,4,4,80.38 | 1001 | 0,6,7,0
2024-06-30,10:10,1048,8,11,4,4,5,80.83 | 1001 | 0,6,7,0
2024-06-30,10:15,1047,8,16,3,4,4,80.83 | 1001 | 0,6,7,0
2024-06-30,10:20,1039,9,17,3,3,4,81.72 | 1001 | 0,6,7,0
2024-06-30,10:25,1039,7,0,19,2,3,81.72 | 1001 | 0,6,7,0
2024-06-30,10:30,1051,7,11,17,1,3,83.3 | 1001 | 0,6,7,0
2024-06-30,10:35,1053,8,7,19,2,1,83.64 | 1102 | 0,6,7,0
2024-06-30,10:40,1083,8,5,15,2,2,83.98 | 1102 | 0,6,7,0
2024-06-30,10:45,1118,11,6,11,4,4,84.43 | 1102 | 0,6,7,0
2024-06-30,10:50,1126,10,5,16,4,4,84.76 | 1102 | 0,6,7,0
2024-06-30,10:55,1142,12,6,8,5,3,85.1 | 1101 | 0,6,7,0
2024-06-30,11:00,1175,12,10,3,4,2,85.44 | 1101 | 0,6,7,0
2024-06-30,11:05,1178,10,13,1,4,3,86 | 1101 | 0,6,7,0
2024-06-30,11:10,1207,12,10,2,4,4,86.23 | 1101 | 0,6,7,0
2024-06-30,11:15,1160,18,10,0,0,5,86.56 | 1101 | 0,6,7,0
2024-06-30,11:20,1155,14,12,1,5,4,86.9 | 1101 | 0,6,7,0
2024-06-30,11:25,1167,11,23,7,6,3,87.24 | 1101 | 0,6,7,0
2024-06-30,11:30,1157,11,21,12,8,3,87.58 | 1100 | 0,6,7,0
2024-06-30,11:35,1142,12,20,12,8,2,87.58 | 1100 | 0,6,7,0
2024-06-30,11:40,1133,14,0,0,9,2,87.58 | 1100 | 0,6,7,0
2024-06-30,11:45,1144,16,17,13,8,2,88.93 | 1100 | 0,6,7,0
2024-06-30,11:50,1150,14,21,15,9,3,89.26 | 1100 | 0,6,7,0
2024-06-30,11:55,1176,12,22,20,7,3,89.38 | 1100 | 0,6,7,0
2024-06-30,12:00,1175,12,17,15,5,6,89.83 | 1100 | 0,6,7,0
2024-06-30,12:05,1191,12,13,14,4,7,89.83 | 1100 | 0,6,7,0
2024-06-30,12:10,1209,12,9,9,4,8,90.28 | 1100 | 0,6,7,0
2024-06-30,12:15,1232,13,5,6,4,7,90.28 | 1100 | 0,6,7,0
2024-06-30,12:20,1237,12,3,6,2,8,90.73 | 1101 | 0,6,7,0
2024-06-30,12:25,1262,9,7,4,2,10,90.84 | 1101 | 0,6,7,0
2024-06-30,12:30,1291,9,6,2,2,14,90.84 | 1101 | 0,6,7,0
2024-06-30,12:35,1308,6,7,5,2,15,91.18 | 1102 | 0,6,7,0
2024-06-30,12:40,1334,7,9,2,2,10,91.4 | 1102 | 0,6,7,0
2024-06-30,12:45,1346,8,7,2,3,9,91.63 | 1001 | 0,6,7,0
2024-06-30,12:50,1316,9,7,1,2,8,88.93 | 1001 | 0,6,7,0
2024-06-30,12:55,1315,8,6,4,2,9,88.93 | 1001 | 0,6,7,0
2024-06-30,13:00,1313,7,5,1,3,10,88.7 | 1001 | 0,6,7,0
2024-06-30,13:05,1290,8,3,1,2,6,88.7 | 1001 | 0,6,7,0
2024-06-30,13:10,1290,5,3,5,3,4,88.7 | 1001 | 0,6,7,0
2024-06-30,13:15,1282,5,8,3,4,3,88.7 | 1001 | 0,6,7,0
2024-06-30,13:20,1287,8,8,2,3,3,88.7 | 1001 | 0,6,7,0
2024-06-30,13:25,1302,9,7,7,3,2,88.93 | 1001 | 0,6,7,0
2024-06-30,13:30,1322,8,3,12,2,3,88.93 | 1001 | 0,6,7,0
2024-06-30,13:35,1330,8,6,8,1,3,89.04 | 1001 | 0,6,7,0
2024-06-30,13:40,1346,7,7,6,2,5,88.93 | 1001 | 0,6,7,0
2024-06-30,13:45,1367,6,7,7,3,7,89.04 | 1001 | 0,6,7,0
2024-06-30,13:50,1373,7,8,4,3,7,89.04 | 1001 | 0,6,7,0
2024-06-30,13:55,1389,6,8,3,3,9,89.04 | 1001 | 0,6,7,0
2024-06-30,14:00,1442,6,14,3,3,8,89.04 | 1001 | 0,6,7,0
2024-06-30,14:05,1412,6,12,3,2,6,89.04 | 1001 | 0,6,7,0
2024-06-30,14:10,1410,5,8,2,2,8,89.26 | 1001 | 0,6,7,0
2024-06-30,14:15,1401,5,7,1,2,8,89.38 | 1001 | 0,6,7,0
2024-06-30,14:20,1390,5,5,3,2,7,89.6 | 1001 | 0,6,7,0
2024-06-30,14:25,1383,7,4,1,2,8,89.83 | 1001 | 0,6,7,0
2024-06-30,14:30,1397,7,2,1,3,8,89.94 | 1001 | 0,6,7,0
2024-06-30,14:35,1387,6,2,1,3,8,90.16 | 1001 | 0,6,7,0
2024-06-30,14:40,1408,7,6,1,3,7,90.28 | 1001 | 0,6,7,0
2024-06-30,14:45,1443,8,3,12,3,5,93.2 | 1101 | 0,6,7,0
2024-06-30,14:50,1475,5,7,2,3,5,93.43 | 1101 | 0,6,7,0
2024-06-30,14:55,1504,5,7,1,2,5,93.54 | 1101 | 0,6,7,0
2024-06-30,15:00,1570,4,5,2,2,4,93.76 | 1101 | 0,6,7,0
2024-06-30,15:05,1579,5,4,3,2,5,93.88 | 1100 | 0,6,7,0
2024-06-30,15:10,1589,5,4,1,2,5,93.88 | 1101 | 0,6,7,0
2024-06-30,15:15,1604,5,5,3,2,5,94.1 | 1101 | 0,6,7,0
2024-06-30,15:20,1594,5,7,3,2,6,94.1 | 1101 | 0,6,7,0
2024-06-30,15:25,1601,4,3,2,2,8,94.33 | 1101 | 0,6,7,0
2024-06-30,15:30,1612,6,1,1,1,8,94.33 | 1101 | 0,6,7,0
2024-06-30,15:35,1619,4,6,1,2,7,94.66 | 1001 | 0,6,7,0
2024-06-30,15:40,1647,4,5,1,2,6,94.78 | 1001 | 0,6,7,0
2024-06-30,15:45,1653,5,6,1,2,7,95 | 1001 | 0,6,7,0
2024-06-30,15:50,1656,5,6,1,2,7,95.23 | 1001 | 0,6,7,0
2024-06-30,15:55,1673,5,9,2,1,8,95.34 | 1001 | 0,6,7,0
2024-06-30,16:00,1661,5,8,2,2,12,95.34 | 1001 | 0,6,7,0
2024-06-30,16:05,1640,5,5,1,3,13,95.56 | 1001 | 0,6,7,0
2024-06-30,16:10,1634,8,2,3,2,10,95.68 | 1001 | 0,6,7,0
2024-06-30,16:15,1624,8,1,13,2,10,95.68 | 1001 | 0,6,7,0
2024-06-30,16:20,1630,4,6,10,1,9,95.9 | 1001 | 0,6,7,0
2024-06-30,16:25,1656,5,8,10,2,10,95.9 | 1001 | 0,6,7,0
2024-06-30,16:30,1688,8,4,10,2,10,96.13 | 1001 | 0,6,7,0
2024-06-30,16:35,1708,8,5,5,2,10,96.24 | 1001 | 0,6,7,0
2024-06-30,16:40,1729,7,5,3,1,9,96.46 | 1001 | 0,6,7,0
2024-06-30,16:45,1697,8,3,8,2,8,96.46 | 1001 | 0,6,7,0
2024-06-30,16:50,1734,8,6,7,2,7,96.46 | 1001 | 0,6,7,0
2024-06-30,16:55,1761,9,13,6,1,6,96.46 | 1001 | 0,6,7,0
2024-06-30,17:00,1798,10,10,4,1,5,96.46 | 1001 | 0,6,7,0
2024-06-30,17:05,1796,10,6,3,2,4,96.58 | 1001 | 0,6,7,0
2024-06-30,17:10,1776,10,5,3,2,5,96.24 | 1001 | 0,6,7,0
2024-06-30,17:15,1774,9,11,4,2,6,96.13 | 1001 | 0,6,7,0
2024-06-30,17:20,1771,7,10,7,2,4,95.68 | 1001 | 0,6,7,0
2024-06-30,17:25,1746,6,7,7,2,4,95.56 | 1001 | 0,6,7,0
2024-06-30,17:30,1735,7,7,6,2,5,95.23 | 1001 | 0,6,7,0
2024-06-30,17:35,1742,8,6,7,1,3,93.76 | 1001 | 0,6,7,0
2024-06-30,17:40,1730,10,4,7,2,4,93.43 | 1001 | 0,6,7,0
2024-06-30,17:45,1733,7,9,1,1,3,92.98 | 1001 | 0,6,7,0
2024-06-30,17:50,1739,7,9,8,2,2,92.64 | 1001 | 0,6,7,0
2024-06-30,18:05,1754,13,9,1,1,3,91.63 | 1001 | 0,6,7,0
2024-06-30,18:10,1778,16,7,1,1,5,91.74 | 1001 | 0,6,7,0
2024-06-30,18:15,1774,16,10,1,2,5,91.74 | 1102 | 0,6,7,0
2024-06-30,18:20,1781,15,12,5,2,5,91.96 | 1102 | 0,6,7,0
